idx,e_max,offset,in_0,in_1,in_2,in_3,in_4,in_5,in_6,in_7,out_0,out_1,out_2,out_3,out_4,out_5,out_6,out_7
268,54,-22,436,872,1744,3489,6978,5765,3338,6677,0,0,336,2081,5570,4357,1930,5269
269,43,-11,5163,2135,4270,349,699,1398,2796,5592,4459,1431,4096,0,0,694,2092,4888
270,59,-27,2993,5987,3783,7566,6940,5688,3184,6368,1265,4259,2055,5838,5212,4096,1456,4640
271,56,-24,4545,899,1798,3597,7194,6196,4200,209,4096,0,262,2061,5658,4660,4096,0
272,52,-20,419,839,1679,3359,6718,5244,2297,4595,0,0,399,2079,5438,4096,1017,4096
273,62,-30,998,1996,3992,7985,7778,7365,6538,4884,0,76,2072,6065,5858,5445,4618,4096
274,49,-17,1577,3155,6311,4430,669,1338,2676,5353,489,2067,5223,4096,0,250,1588,4265
275,58,-26,2515,5030,1869,3738,7476,6761,5331,2471,851,4096,205,2074,5812,5097,4096,807
276,52,-20,4943,1694,3388,6776,5360,2528,5056,1920,4096,414,2108,5496,4096,1248,4096,640
277,60,-28,3841,7683,7175,6159,4126,61,122,245,2049,5891,5383,4367,4096,0,0,0
278,61,-29,491,983,1967,3935,7870,7548,6905,5618,0,0,111,2079,6014,5692,5049,4096
279,62,-30,3044,6088,3985,7971,7750,7308,6424,4656,1124,4168,2065,6051,5830,5388,4504,4096
280,48,-16,1120,2241,4483,775,1550,3100,6201,4210,96,1217,4096,0,526,2076,5177,4096
281,57,-25,229,459,919,1839,3679,7359,6526,4860,0,0,0,239,2079,5759,4926,4096
282,63,-31,1528,3056,6113,4034,8069,7947,7703,7215,0,1072,4129,2050,6085,5963,5719,5231
283,63,-31,6239,4287,383,767,1535,3070,6140,4089,4255,4096,0,0,0,1086,4156,2105
284,63,-31,8178,8165,8139,8086,7981,7771,7351,6510,6194,6181,6155,6102,5997,5787,5367,4526
285,58,-26,4829,1466,2933,5867,3542,7085,5978,3764,4096,0,1269,4203,1878,5421,4314,2100
286,53,-21,7529,6866,5541,2891,5783,3374,6748,5304,6185,5522,4197,1547,4439,2030,5404,4096
287,56,-24,2416,4833,1475,2950,5901,3611,7223,6255,880,4096,0,1414,4365,2075,5687,4719
288,62,-30,4319,446,892,1785,3570,7140,6088,3984,4096,0,0,0,1650,5220,4168,2064
289,60,-28,7968,7745,7299,6407,4622,1052,2104,4209,6176,5953,5507,4615,4096,0,312,4096
290,56,-24,227,454,909,1819,3638,7276,6361,4531,0,0,0,283,2102,5740,4825,4096
291,54,-22,870,1741,3482,6965,5738,3284,6569,4947,0,333,2074,5557,4330,1876,5161,4096
292,53,-21,1702,3404,6808,5425,2659,5319,2447,4894,358,2060,5464,4096,1315,4096,1103,4096
293,60,-28,1596,3192,6385,4578,964,1929,3859,7718,0,1400,4593,4096,0,137,2067,5926
294,49,-17,7244,6297,4402,612,1225,2450,4900,1609,6156,5209,4096,0,137,1362,4096,521
295,50,-18,3219,6438,4684,1176,2353,4707,1223,2447,2067,5286,4096,24,1201,4096,71,1295
296,62,-30,4895,1598,3197,6395,4598,1004,2009,4018,4096,0,1277,4475,4096,0,89,2098
297,61,-29,8037,7883,7574,6957,5723,3254,6509,4827,6181,6027,5718,5101,4096,1398,4653,4096
298,54,-22,1462,2924,5849,3506,7013,5834,3476,6953,54,1516,4441,2098,5605,4426,2068,5545
299,50,-18,5715,3239,6478,4765,1339,2679,5358,2525,4563,2087,5326,4096,187,1527,4206,1373
300,59,-27,5050,1908,3816,7633,7074,5956,3721,7443,4096,180,2088,5905,5346,4228,1993,5715
301,40,-8,6694,5196,2201,4402,612,1225,2451,4902,6182,4684,1689,4096,100,713,1939,4390
302,50,-18,1613,3226,6453,4714,1236,2473,4947,1703,461,2074,5301,4096,84,1321,4096,551
303,53,-21,3407,6814,5437,2682,5365,2539,5078,1964,2063,5470,4096,1338,4096,1195,4096,620
304,61,-29,3929,7859,7526,6861,5530,2869,5739,3287,2073,6003,5670,5005,4096,1013,4096,1431
305,53,-21,6575,4958,1724,3449,6898,5605,3019,6038,5231,4096,380,2105,5554,4261,1675,4694
306,60,-28,3885,7771,7350,6508,4824,1457,2915,5830,2093,5979,5558,4716,4096,0,1123,4096
307,54,-22,3468,6937,5682,3172,6344,4496,801,1603,2060,5529,4274,1764,4936,4096,0,195
308,50,-18,3207,6414,4637,1083,2167,4335,478,957,2055,5262,4096,0,1015,4096,0,0
309,61,-29,1914,3829,7659,7126,6060,3929,7858,7524,58,1973,5803,5270,4204,2073,6002,5668
310,50,-18,6857,5522,2853,5707,3223,6446,4701,1211,5705,4370,1701,4555,2071,5294,4096,59
311,59,-27,2423,4846,1500,3001,6003,3815,7631,7070,695,4096,0,1273,4275,2087,5903,5342
312,61,-29,5949,3707,7415,6638,5084,1977,3954,7908,4096,1851,5559,4782,4096,121,2098,6052
313,57,-25,7625,7059,5926,3661,7322,6453,4714,1237,6025,5459,4326,2061,5722,4853,4096,0
314,53,-21,2474,4948,1704,3408,6816,5440,2688,5376,1130,4096,360,2064,5472,4096,1344,4096
315,40,-8,2560,5120,2048,4096,1,2,5,10,2048,4608,1536,4096,0,0,0,0
316,40,-8,20,40,81,162,325,651,1302,2605,0,0,0,0,0,139,790,2093
317,52,-20,5210,2228,4456,721,1443,2887,5774,3356,4096,948,4096,0,163,1607,4494,2076
318,56,-24,6712,5232,2273,4547,903,1806,3613,7227,5176,4096,737,4096,0,270,2077,5691
319,59,-27,6263,4334,476,953,1906,3812,7625,7059,4535,4096,0,0,178,2084,5897,5331
320,57,-25,5926,3660,7320,6449,4706,1220,2440,4881,4326,2060,5720,4849,4096,0,840,4096
321,49,-17,1570,3140,6281,4370,549,1099,2199,4398,482,2052,5193,4096,0,11,1111,4096
322,58,-26,605,1210,2420,4841,1491,2983,5967,3743,0,0,756,4096,0,1319,4303,2079
323,63,-31,7487,6783,5374,2556,5112,2033,4066,8132,5503,4799,4096,572,4096,49,2082,6148
324,62,-30,8073,7955,7719,7246,6300,4408,625,1250,6153,6035,5799,5326,4380,4096,0,0
325,56,-24,2501,5002,1813,3626,7253,6315,4438,684,965,4096,277,2090,5717,4779,4096,0
326,51,-19,1369,2739,5478,2765,5530,2868,5736,3280,153,1523,4262,1549,4314,1652,4520,2064
327,52,-20,6560,4929,1667,3334,6668,5145,2098,4197,5280,4096,387,2054,5388,4096,818,4096
328,50,-18,203,407,814,1628,3256,6512,4832,1473,0,0,0,476,2104,5360,4096,321
329,56,-24,2946,5892,3593,7187,6183,4175,158,316,1410,4356,2057,5651,4647,4096,0,0
330,60,-28,632,1265,2531,5062,1933,3866,7732,7273,0,0,739,4096,141,2074,5940,5481
331,52,-20,6355,4519,847,1694,3389,6779,5366,2540,5075,4096,0,414,2109,5499,4096,1260
332,61,-29,5080,1968,3937,7874,7557,6923,5654,3117,4096,112,2081,6018,5701,5067,4096,1261
333,53,-21,6234,4277,363,727,1455,2910,5820,3449,4890,4096,0,0,111,1566,4476,2105
334,60,-28,6898,5604,3016,6033,3874,7749,7307,6423,5106,4096,1224,4241,2082,5957,5515,4631
335,46,-14,4654,1116,2232,4465,738,1477,2955,5911,4096,220,1336,4096,0,581,2059,5015
336,56,-24,3631,7263,6334,4477,762,1525,3051,6103,2095,5727,4798,4096,0,0,1515,4567
337,62,-30,4014,8029,7866,7541,6891,5591,2990,5980,2094,6109,5946,5621,4971,4096,1070,4096
338,58,-26,3768,7537,6883,5574,2956,5912,3632,7264,2104,5873,5219,4096,1292,4248,1968,5600
339,48,-16,6336,4481,771,1542,3084,6168,4145,99,5312,4096,0,518,2060,5144,4096,0
340,49,-17,199,398,796,1592,3184,6369,4546,901,0,0,0,504,2096,5281,4096,0
341,56,-24,1802,3604,7208,6225,4258,324,648,1297,266,2068,5672,4689,4096,0,0,0
342,40,-8,2594,5188,2185,4371,551,1103,2207,4414,2082,4676,1673,4096,39,591,1695,4096
343,62,-30,637,1274,2548,5097,2003,4007,8015,7839,0,0,628,4096,83,2087,6095,5919
344,63,-31,7487,6783,5374,2557,5115,2038,4077,8154,5503,4799,4096,573,4096,54,2093,6170
345,62,-30,8116,8041,7890,7589,6986,5781,3370,6740,6196,6121,5970,5669,5066,4096,1450,4820
346,42,-10,5288,2385,4771,1350,2701,5403,2614,5228,4648,1745,4131,710,2061,4763,1974,4588
347,54,-22,2265,4530,868,1737,3475,6951,5711,3230,857,4096,0,329,2067,5543,4303,1822
348,60,-28,6460,4728,1264,2528,5057,1923,3847,7695,4668,4096,0,736,4096,131,2055,5903
349,63,-31,7199,6207,4223,254,509,1018,2036,4072,5215,4223,4096,0,0,0,52,2088
350,63,-31,8144,8096,8000,7809,7427,6663,5134,2077,6160,6112,6016,5825,5443,4679,4096,93
351,58,-26,4154,117,234,469,939,1878,3757,7514,4096,0,0,0,0,214,2093,5850
352,52,-20,6836,5480,2769,5539,2887,5775,3359,6719,5556,4200,1489,4259,1607,4495,2079,5439
353,63,-31,5247,2302,4605,1018,2036,4073,8147,8103,4096,318,4096,0,52,2089,6163,6119
354,61,-29,8014,7836,7481,6770,5349,2506,5013,1834,6158,5980,5625,4914,4096,650,4096,0
355,57,-25,3668,7336,6481,4771,1350,2700,5400,2608,2068,5736,4881,4096,0,1100,4096,1008
356,48,-16,5217,2243,4487,782,1565,3131,6263,4335,4193,1219,4096,0,541,2107,5239,4096
357,61,-29,478,957,1915,3830,7660,7129,6066,3940,0,0,59,1974,5804,5273,4210,2084
358,59,-27,7881,7570,6948,5704,3217,6435,4678,1164,6153,5842,5220,4096,1489,4707,4096,0
359,51,-19,2329,4659,1126,2253,4506,820,1640,3281,1113,4096,0,1037,4096,0,424,2065
360,52,-20,6563,4935,1679,3359,6719,5247,2302,4604,5283,4096,399,2079,5439,4096,1022,4096
361,63,-31,1016,2033,4067,8135,8078,7964,7737,7282,0,49,2083,6151,6094,5980,5753,5298
362,57,-25,6372,4553,915,1830,3660,7320,6449,4706,4772,4096,0,230,2060,5720,4849,4096
363,49,-17,1221,2443,4887,1582,3165,6331,4470,749,133,1355,4096,494,2077,5243,4096,0
364,59,-27,1499,2998,5996,3801,7603,7015,5838,3484,0,1270,4268,2073,5875,5287,4110,1756
365,57,-25,6969,5746,3300,6601,5010,1829,3659,7319,5369,4146,1700,5001,4096,229,2059,5719
366,47,-15,6447,4703,1214,2428,4856,1521,3043,6086,5487,4096,254,1468,4096,561,2083,5126
367,62,-30,3980,7960,7728,7265,6338,4484,777,1554,2060,6040,5808,5345,4418,4096,0,0
368,48,-16,3108,6217,4243,294,589,1179,2359,4719,2084,5193,4096,0,0,155,1335,4096
369,62,-30,1247,2494,4989,1787,3575,7151,6111,4031,0,574,4096,0,1655,5231,4191,2111
370,63,-31,8063,7934,7677,7163,6135,4079,8159,8127,6079,5950,5693,5179,4151,2095,6175,6143
371,63,-31,8063,7934,7676,7160,6129,4066,8133,8075,6079,5950,5692,5176,4145,2082,6149,6091
372,60,-28,7959,7726,7261,6330,4469,747,1494,2988,6167,5934,5469,4538,4096,0,0,1196
373,58,-26,5976,3761,7523,6854,5517,2843,5686,3180,4312,2097,5859,5190,4096,1179,4096,1516
374,54,-22,6361,4531,870,1740,3480,6960,5728,3265,4953,4096,0,332,2072,5552,4320,1857
375,48,-16,6531,4870,1548,3097,6194,4197,202,405,5507,4096,524,2073,5170,4096,0,0
376,50,-18,811,1622,3245,6490,4788,1385,2770,5540,0,470,2093,5338,4096,233,1618,4388
377,52,-20,2888,5777,3362,6725,5258,2325,4650,1109,1608,4497,2082,5445,4096,1045,4096,0
378,42,-10,2218,4437,683,1367,2734,5468,2745,5490,1578,4096,43,727,2094,4828,2105,4850
379,57,-25,2789,5579,2966,5933,3675,7351,6510,4829,1189,4096,1366,4333,2075,5751,4910,4096
380,58,-26,1466,2932,5865,3538,7077,5963,3734,7468,0,1268,4201,1874,5413,4299,2070,5804
381,51,-19,6745,5299,2406,4812,1433,2866,5732,3272,5529,4096,1190,4096,217,1650,4516,2056
382,50,-18,6544,4896,1600,3200,6400,4609,1026,2053,5392,4096,448,2048,5248,4096,0,901
383,23,9,4107,23,47,94,188,377,754,1509,4683,599,623,670,764,953,1330,2085
384,60,-28,3019,6038,3885,7771,7351,6511,4830,1469,1227,4246,2093,5979,5559,4719,4096,0
385,61,-29,2938,5876,3560,7121,6050,3908,7817,7442,1082,4096,1704,5265,4194,2052,5961,5586
386,40,-8,6692,5192,2192,4385,579,1158,2316,4633,6180,4680,1680,4096,67,646,1804,4121
387,51,-19,1075,2150,4301,410,821,1643,3286,6572,0,934,4096,0,0,427,2070,5356
388,53,-21,4953,1714,3428,6857,5523,2855,5710,3228,4096,370,2084,5513,4179,1511,4366,1884
389,56,-24,6456,4721,1250,2500,5000,1809,3619,7238,4920,4096,0,964,4096,273,2083,5702
390,35,-3,6284,4376,561,1123,2247,4494,796,1593,6092,4184,369,931,2055,4302,604,1401
391,57,-25,3186,6372,4552,913,1826,3652,7304,6417,1586,4772,4096,0,226,2052,5704,4817
392,34,-2,4642,1093,2187,4374,557,1114,2229,4459,4514,965,2059,4246,429,986,2101,4331
393,53,-21,727,1454,2908,5816,3440,6880,5569,2947,0,110,1564,4472,2096,5536,4225,1603
394,56,-24,5894,3596,7193,6194,4196,201,403,806,4358,2060,5657,4658,4096,0,0,0
395,50,-18,1612,3224,6449,4706,1220,2441,4882,1572,460,2072,5297,4096,68,1289,4096,420
396,49,-17,3144,6289,4386,581,1163,2327,4655,1119,2056,5201,4096,0,75,1239,4096,31
397,62,-30,2238,4477,763,1527,3055,6110,4028,8057,318,4096,0,0,1135,4190,2108,6137
398,60,-28,7922,7653,7114,6036,3880,7761,7330,6468,6130,5861,5322,4244,2088,5969,5538,4676
399,40,-8,4744,1297,2595,5191,2191,4382,573,1146,4232,785,2083,4679,1679,4096,61,634
400,61,-29,2292,4584,977,1954,3908,7816,7441,6691,436,4096,0,98,2052,5960,5585,4835
401,35,-3,5190,2188,4377,563,1127,2254,4509,827,4998,1996,4185,371,935,2062,4317,635
402,59,-27,1655,3310,6620,5048,1905,3810,7621,7051,0,1582,4892,4096,177,2082,5893,5323
403,56,-24,5911,3631,7263,6335,4478,764,1529,3059,4375,2095,5727,4799,4096,0,0,1523
404,63,-31,6119,4047,8094,7997,7802,7412,6632,5073,4135,2063,6110,6013,5818,5428,4648,4096
405,61,-29,1955,3910,7821,7450,6709,5226,2261,4523,99,2054,5965,5594,4853,4096,405,4096
406,53,-21,854,1708,3416,6832,5472,2753,5507,2822,0,364,2072,5488,4128,1409,4163,1478
407,48,-16,5644,3096,6193,4194,197,394,789,1578,4620,2072,5169,4096,0,0,0,554
408,49,-17,3157,6314,4436,681,1362,2724,5448,2705,2069,5226,4096,0,274,1636,4360,1617
409,41,-9,5410,2629,5258,2324,4648,1104,2209,4418,4834,2053,4682,1748,4096,528,1633,4096
410,40,-8,644,1288,2577,5155,2119,4239,286,573,132,776,2065,4643,1607,4096,0,61
411,61,-29,1147,2295,4591,990,1980,3961,7922,7652,0,439,4096,0,124,2105,6066,5796
412,60,-28,7113,6035,3878,7756,7321,6451,4710,1228,5321,4243,2086,5964,5529,4659,4096,0
413,51,-19,2457,4915,1639,3279,6558,4924,1656,3313,1241,4096,423,2063,5342,4096,440,2097
414,60,-28,6626,5061,1930,3861,7722,7252,6313,4435,4834,4096,138,2069,5930,5460,4521,4096
415,42,-10,679,1359,2718,5436,2680,5361,2530,5060,39,719,2078,4796,2040,4721,1890,4420
416,60,-28,1928,3856,7712,7232,6273,4355,518,1036,136,2064,5920,5440,4481,4096,0,0
417,51,-19,2073,4147,103,207,415,831,1663,3326,857,4096,0,0,0,0,447,2110
418,63,-31,6653,5114,2037,4075,8150,8109,8026,7860,4669,4096,53,2091,6166,6125,6042,5876
419,53,-21,7529,6866,5540,2889,5779,3367,6735,5279,6185,5522,4196,1545,4435,2023,5391,4096
420,63,-31,2367,4735,1279,2559,5118,2044,4089,8179,383,4096,0,575,4096,60,2105,6195
421,63,-31,8166,8141,8090,7989,7786,7380,6568,4944,6182,6157,6106,6005,5802,5396,4584,4096
422,53,-21,1697,3394,6789,5387,2583,5166,2140,4281,353,2050,5445,4096,1239,4096,796,4096
423,57,-25,371,743,1486,2972,5944,3696,7393,6595,0,0,0,1372,4344,2096,5793,4995
424,56,-24,4999,1806,3612,7225,6259,4326,461,922,4096,270,2076,5689,4723,4096,0,0
425,57,-25,1844,3688,7377,6562,4933,1674,3348,6697,244,2088,5777,4962,4096,74,1748,5097
426,41,-9,5202,2213,4426,660,1320,2641,5282,2372,4626,1637,4096,84,744,2065,4706,1796
427,40,-8,4745,1299,2599,5198,2204,4408,625,1250,4233,787,2087,4686,1692,4096,113,738
428,56,-24,2501,5003,1815,3631,7263,6335,4479,767,965,4096,279,2095,5727,4799,4096,0
429,63,-31,1534,3069,6138,4084,8169,8147,8103,8014,0,1085,4154,2100,6185,6163,6119,6030
430,58,-26,7836,7481,6771,5350,2508,5017,1842,3684,6172,5817,5107,4096,844,4096,178,2020
431,51,-19,7368,6544,4896,1601,3202,6404,4617,1042,6152,5328,4096,385,1986,5188,4096,0
432,36,-4,2084,4169,147,294,589,1178,2356,4712,1828,4096,0,38,333,922,2100,4456
433,52,-20,1233,2466,4933,1674,3348,6697,5202,2213,0,1186,4096,394,2068,5417,4096,933
434,41,-9,4427,662,1324,2648,5297,2402,4805,1418,4096,86,748,2072,4721,1826,4229,842
435,49,-17,2836,5672,3153,6306,4421,651,1302,2605,1748,4584,2065,5218,4096,0,214,1517
436,52,-20,5210,2228,4457,722,1444,2889,5778,3365,4096,948,4096,0,164,1609,4498,2085
437,41,-9,6730,5269,2347,4694,1196,2393,4787,1383,6154,4693,1771,4118,620,1817,4211,807
438,51,-19,2766,5533,2874,5748,3305,6610,5028,1864,1550,4317,1658,4532,2089,5394,4096,648
439,58,-26,3729,7459,6727,5263,2335,4670,1149,2299,2065,5795,5063,4096,671,4096,0,635
440,62,-30,4599,1006,2012,4025,8050,7909,7627,7062,4096,0,92,2105,6130,5989,5707,5142
441,57,-25,5933,3674,7349,6507,4822,1452,2904,5808,4333,2074,5749,4907,4096,0,1304,4208
442,53,-21,3425,6851,5511,2830,5661,3130,6260,4328,2081,5507,4167,1486,4317,1786,4916,4096
443,58,-26,465,931,1863,3726,7453,6715,5238,2284,0,0,199,2062,5789,5051,4096,620
444,59,-27,4568,945,1891,3783,7566,6940,5688,3185,4096,0,163,2055,5838,5212,4096,1457
445,56,-24,6371,4550,909,1818,3637,7275,6359,4527,4835,4096,0,282,2101,5739,4823,4096
446,60,-28,862,1724,3448,6897,5602,3013,6027,3863,0,0,1656,5105,4096,1221,4235,2071
447,56,-24,7726,7261,6330,4469,746,1493,2986,5973,6190,5725,4794,4096,0,0,1450,4437
448,58,-26,3754,7508,6824,5456,2721,5442,2693,5386,2090,5844,5160,4096,1057,4096,1029,4096
449,41,-9,2580,5161,2130,4260,328,656,1313,2627,2004,4585,1554,4096,0,80,737,2051
450,36,-4,5254,2316,4632,1072,2144,4288,385,770,4998,2060,4376,816,1888,4096,129,514
451,48,-16,1541,3082,6164,4137,82,164,328,656,517,2058,5140,4096,0,0,0,0
452,41,-9,1312,2624,5248,2304,4608,1025,2050,4101,736,2048,4672,1728,4096,449,1474,4096
453,23,9,11,23,46,93,186,373,747,1495,587,599,622,669,762,949,1323,2071
454,58,-26,2990,5980,3768,7536,6880,5568,2945,5891,1326,4316,2104,5872,5216,4096,1281,4227
455,56,-24,3591,7182,6173,4155,118,236,473,946,2055,5646,4637,4096,0,0,0,0
456,59,-27,1893,3786,7573,6954,5716,3240,6480,4769,165,2058,5845,5226,4096,1512,4752,4096
457,42,-10,1346,2692,5384,2577,5154,2117,4235,279,706,2052,4744,1937,4514,1477,4096,0
458,47,-15,559,1119,2238,4477,762,1525,3051,6103,0,159,1278,4096,0,565,2091,5143
459,62,-30,4014,8029,7866,7540,6888,5585,2978,5957,2094,6109,5946,5620,4968,4096,1058,4096
460,58,-26,3722,7444,6697,5202,2212,4425,658,1317,2058,5780,5033,4096,548,4096,0,0
461,41,-9,2635,5271,2350,4701,1210,2421,4842,1493,2059,4695,1774,4125,634,1845,4266,917
462,58,-26,2986,5972,3752,7504,6816,5440,2689,5378,1322,4308,2088,5840,5152,4096,1025,4096
463,40,-8,2564,5129,2067,4135,78,157,314,629,2052,4617,1555,4096,0,0,0,117
464,58,-26,1259,2519,5039,1887,3774,7549,6907,5623,0,855,4096,223,2110,5885,5243,4096
465,62,-30,3055,6111,4030,8060,7929,7666,7141,6091,1135,4191,2110,6140,6009,5746,5221,4171
466,62,-30,3991,7983,7774,7356,6520,4849,1507,3015,2071,6063,5854,5436,4600,4096,0,1095
467,60,-28,6031,3870,7740,7288,6385,4579,967,1934,4239,2078,5948,5496,4593,4096,0,142
468,60,-28,3868,7737,7283,6375,4559,926,1853,3707,2076,5945,5491,4583,4096,0,61,1915
469,61,-29,7415,6639,5086,1980,3960,7921,7651,7111,5559,4783,4096,124,2104,6065,5795,5255
470,60,-28,6031,3871,7743,7295,6399,4607,1023,2046,4239,2079,5951,5503,4607,4096,0,254
471,63,-31,4093,8186,8180,8168,8144,8096,8000,7809,2109,6202,6196,6184,6160,6112,6016,5825
472,52,-20,7427,6663,5135,2078,4157,122,245,491,6147,5383,4096,798,4096,0,0,0
473,61,-29,982,1965,3930,7860,7529,6866,5541,2890,0,109,2074,6004,5673,5010,4096,1034
474,52,-20,5780,3369,6738,5284,2377,4755,1318,2636,4500,2089,5458,4096,1097,4096,38,1356
475,48,-16,5272,2352,4705,1219,2439,4879,1566,3133,4248,1328,4096,195,1415,4096,542,2109
476,61,-29,6266,4340,488,976,1952,3904,7809,7427,4410,4096,0,0,96,2048,5953,5571
477,40,-8,6662,5132,2073,4146,100,200,401,803,6150,4620,1561,4096,0,0,0,291
478,50,-18,1607,3214,6428,4665,1138,2277,4555,918,455,2062,5276,4096,0,1125,4096,0
479,57,-25,1837,3675,7351,6511,4830,1469,2939,5879,237,2075,5751,4911,4096,0,1339,4279
480,61,-29,3567,7134,6077,3963,7927,7663,7134,6076,1711,5278,4221,2107,6071,5807,5278,4220
481,61,-29,3960,7921,7650,7108,6025,3859,7718,7245,2104,6065,5794,5252,4169,2003,5862,5389
482,55,-23,6299,4407,622,1245,2490,4981,1771,3542,4827,4096,0,0,1018,4096,299,2070
483,58,-26,7085,5979,3766,7533,6875,5559,2927,5854,5421,4315,2102,5869,5211,4096,1263,4190
484,60,-28,3516,7032,5872,3552,7105,6019,3847,7695,1724,5240,4096,1760,5313,4227,2055,5903
485,61,-29,7198,6205,4219,247,494,988,1977,3955,5342,4349,4096,0,0,0,121,2099
486,59,-27,7911,7630,7068,5944,3697,7394,6596,5000,6183,5902,5340,4216,1969,5666,4868,4096
487,56,-24,1809,3618,7236,6280,4368,544,1089,2178,273,2082,5700,4744,4096,0,0,642
488,32,0,4356,521,1043,2086,4173,155,310,620,4356,521,1043,2086,4173,155,310,620
489,54,-22,1240,2481,4963,1735,3470,6941,5691,3191,0,1073,4096,327,2062,5533,4283,1783
490,59,-27,6383,4574,957,1915,3830,7661,7131,6071,4655,4096,0,187,2102,5933,5403,4343
491,61,-29,3950,7901,7610,7028,5864,3536,7073,5954,2094,6045,5754,5172,4096,1680,5217,4098
492,58,-26,3716,7432,6673,5154,2117,4235,279,558,2052,5768,5009,4096,453,4096,0,0
493,56,-24,1116,2232,4465,739,1479,2958,5916,3640,0,696,4096,0,0,1422,4380,2104
494,56,-24,7281,6371,4551,911,1823,3647,7295,6399,5745,4835,4096,0,287,2111,5759,4863
495,63,-31,4607,1023,2047,4095,8191,8190,8188,8184,4096,0,63,2111,6207,6206,6204,6200
496,63,-31,8177,8162,8133,8075,7959,7727,7262,6332,6193,6178,6149,6091,5975,5743,5278,4348
497,60,-28,4473,754,1509,3019,6038,3884,7769,7346,4096,0,0,1227,4246,2092,5977,5554
498,50,-18,6501,4811,1430,2860,5721,3250,6501,4810,5349,4096,278,1708,4569,2098,5349,4096
499,50,-18,1429,2859,5718,3245,6490,4789,1386,2773,277,1707,4566,2093,5338,4096,234,1621
500,53,-21,5547,2903,5807,3423,6846,5500,2809,5618,4203,1559,4463,2079,5502,4156,1465,4274
501,62,-30,3044,6088,3984,7969,7746,7301,6411,4631,1124,4168,2064,6049,5826,5381,4491,4096
502,47,-15,1071,2142,4285,378,756,1513,3027,6055,111,1182,4096,0,0,553,2067,5095
503,61,-29,3918,7837,7483,6775,5359,2527,5054,1916,2062,5981,5627,4919,4096,671,4096,60
504,62,-30,3833,7667,7143,6094,3996,7993,7795,7398,1913,5747,5223,4174,2076,6073,5875,5478
505,57,-25,6604,5016,1840,3680,7361,6531,4871,1550,5004,4096,240,2080,5761,4931,4096,0
506,58,-26,3101,6202,4213,234,469,938,1877,3755,1437,4538,4096,0,0,0,213,2091
507,53,-21,7511,6831,5471,2750,5501,2810,5621,3051,6167,5487,4127,1406,4157,1466,4277,1707
508,62,-30,6103,4015,8030,7868,7545,6898,5605,3019,4183,2095,6110,5948,5625,4978,4096,1099
509,60,-28,6039,3886,7772,7352,6512,4832,1472,2945,4247,2094,5980,5560,4720,4096,0,1153
510,56,-24,5891,3590,7181,6171,4150,108,216,432,4355,2054,5645,4635,4096,0,0,0
511,54,-22,865,1730,3461,6923,5654,3116,6232,4273,0,322,2053,5515,4246,1708,4824,4096
512,49,-17,354,708,1416,2832,5665,3138,6277,4362,0,0,328,1744,4577,2050,5189,4096
513,42,-10,533,1066,2133,4267,342,685,1370,2740,0,426,1493,4096,0,45,730,2100
514,52,-20,5480,2769,5538,2884,5768,3345,6691,5190,4200,1489,4258,1604,4488,2065,5411,4096
515,35,-3,2188,4376,560,1121,2242,4485,778,1556,1996,4184,368,929,2050,4293,586,1364
516,48,-16,3113,6226,4261,330,660,1320,2641,5282,2089,5202,4096,0,0,296,1617,4258
517,40,-8,2372,4744,1297,2595,5191,2191,4382,573,1860,4232,785,2083,4679,1679,4096,61
518,61,-29,1147,2294,4589,986,1973,3946,7893,7595,0,438,4096,0,117,2090,6037,5739
519,53,-21,6999,5806,3421,6842,5492,2793,5587,2982,5655,4462,2077,5498,4148,1449,4243,1638
520,58,-26,5965,3738,7477,6762,5333,2474,4949,1707,4301,2074,5813,5098,4096,810,4096,43
521,53,-21,3415,6830,5469,2746,5493,2795,5591,2991,2071,5486,4125,1402,4149,1451,4247,1647
522,61,-29,5982,3773,7546,6900,5608,3024,6048,3905,4126,1917,5690,5044,4096,1168,4192,2049
523,58,-26,7811,7430,6669,5147,2103,4206,221,443,6147,5766,5005,4096,439,4096,0,0
524,59,-27,886,1773,3547,7095,5998,3804,7609,7027,0,45,1819,5367,4270,2076,5881,5299
525,57,-25,5863,3534,7068,5944,3697,7395,6598,5004,4263,1934,5468,4344,2097,5795,4998,4096
526,56,-24,1817,3635,7271,6350,4508,825,1651,3302,281,2099,5735,4814,4096,0,115,1766
527,57,-25,6605,5018,1844,3689,7379,6567,4942,1692,5005,4096,244,2089,5779,4967,4096,92
528,56,-24,3384,6769,5347,2502,5005,1819,3638,7277,1848,5233,4096,966,4096,283,2102,5741
529,54,-22,6363,4534,877,1754,3509,7018,5844,3496,4955,4096,0,346,2101,5610,4436,2088
530,53,-21,6993,5795,3398,6796,5400,2609,5218,2244,5649,4451,2054,5452,4096,1265,4096,900
531,49,-17,4488,784,1569,3139,6279,4366,540,1080,4096,0,481,2051,5191,4096,0,0
532,56,-24,2161,4322,453,907,1815,3631,7263,6334,625,4096,0,0,279,2095,5727,4798
533,62,-30,4476,760,1521,3042,6084,3976,7952,7712,4096,0,0,1122,4164,2056,6032,5792
534,49,-17,7232,6272,4353,515,1030,2060,4121,51,6144,5184,4096,0,0,972,4096,0
535,51,-19,103,207,414,829,1659,3318,6637,5083,0,0,0,0,443,2102,5421,4096
