test_id,subtest,cyc,stored_E,f_val,op_code,result,uf,ovf,rollover,extra
13,2,21,12,21,1,810,0,0,0,0
13,3,21,12,21,3,725,0,0,0,0
13,0,22,12,22,3,0,1,0,0,0
13,1,22,12,22,3,790,0,0,0,790
13,2,22,12,22,1,812,0,0,0,0
13,3,22,12,22,3,726,0,0,0,0
13,0,23,12,23,3,0,1,0,0,0
13,1,23,12,23,3,791,0,0,0,791
13,2,23,12,23,1,814,0,0,0,0
13,3,23,12,23,3,727,0,0,0,0
13,0,24,12,24,3,0,1,0,0,0
13,1,24,12,24,3,792,0,0,0,792
13,2,24,12,24,1,816,0,0,0,0
13,3,24,12,24,3,728,0,0,0,0
13,0,25,12,25,3,0,1,0,0,0
13,1,25,12,25,3,793,0,0,0,793
13,2,25,12,25,1,818,0,0,0,0
13,3,25,12,25,3,729,0,0,0,0
13,0,26,12,26,3,0,1,0,0,0
13,1,26,12,26,3,794,0,0,0,794
13,2,26,12,26,1,820,0,0,0,0
13,3,26,12,26,3,730,0,0,0,0
13,0,27,12,27,3,0,1,0,0,0
13,1,27,12,27,3,795,0,0,0,795
13,2,27,12,27,1,822,0,0,0,0
13,3,27,12,27,3,731,0,0,0,0
13,0,28,12,28,3,0,1,0,0,0
13,1,28,12,28,3,796,0,0,0,796
13,2,28,12,28,1,824,0,0,0,0
13,3,28,12,28,3,732,0,0,0,0
13,0,29,12,29,3,0,1,0,0,0
13,1,29,12,29,3,797,0,0,0,797
13,2,29,12,29,1,826,0,0,0,0
13,3,29,12,29,3,733,0,0,0,0
13,0,30,12,30,3,0,1,0,0,0
13,1,30,12,30,3,798,0,0,0,798
13,2,30,12,30,1,828,0,0,0,0
13,3,30,12,30,3,734,0,0,0,0
13,0,31,12,31,3,0,1,0,0,0
13,1,31,12,31,3,799,0,0,0,799
13,2,31,12,31,1,830,0,0,0,0
13,3,31,12,31,3,735,0,0,0,0
13,0,32,12,32,3,0,1,0,0,0
13,1,32,12,32,3,800,0,0,0,800
13,2,32,12,32,1,832,0,0,1,0
13,3,32,12,32,3,736,0,0,0,0
13,0,33,12,33,3,0,1,0,0,0
13,1,33,12,33,3,801,0,0,0,801
13,2,33,12,33,1,833,0,0,1,0
13,3,33,12,33,3,737,0,0,0,0
13,0,34,12,34,3,0,1,0,0,0
13,1,34,12,34,3,802,0,0,0,802
13,2,34,12,34,1,834,0,0,1,0
13,3,34,12,34,3,738,0,0,0,0
13,0,35,12,35,3,0,1,0,0,0
13,1,35,12,35,3,803,0,0,0,803
13,2,35,12,35,1,835,0,0,1,0
13,3,35,12,35,3,739,0,0,0,0
13,0,36,12,36,3,0,1,0,0,0
13,1,36,12,36,3,804,0,0,0,804
13,2,36,12,36,1,836,0,0,1,0
13,3,36,12,36,3,740,0,0,0,0
13,0,37,12,37,3,0,1,0,0,0
13,1,37,12,37,3,805,0,0,0,805
13,2,37,12,37,1,837,0,0,1,0
13,3,37,12,37,3,741,0,0,0,0
13,0,38,12,38,3,0,1,0,0,0
13,1,38,12,38,3,806,0,0,0,806
