cycle,stream,A,B,OP,E_est,MODE,RESULT,ACC,PE_ACC,UF,OVF,RO,REGION
3291,A,082d,0610,SUB,32,0,081d,0000b447,0000b447,0,0,0,STABLE
3292,B,0835,035a,MUL,14,3,0392,0000bc64,0000b447,0,0,0,COLLAPSE
3293,C,0540,07c0,MUL,20,2,0500,0000bc64,0000bc64,0,0,0,STABLE
3294,A,0828,071f,MUL,29,0,074d,0000bc64,0000bc64,0,0,0,STABLE
3295,B,082b,0390,MUL,15,0,03c2,0000c3b1,0000bc64,0,0,0,COLLAPSE
3296,C,0500,07c0,MUL,19,2,04c0,0000c3b1,0000c3b1,0,0,0,TRANSITION
3297,A,0803,0800,MUL,32,0,0803,0000c3b1,0000c3b1,0,0,0,STABLE
3298,B,081a,03c6,MUL,15,2,03e2,0000cbb4,0000c3b1,0,0,0,COLLAPSE
3299,C,04c0,04c0,ADD,19,2,04c0,0000cbb4,0000cbb4,0,0,0,TRANSITION
3300,A,0819,0910,MUL,36,0,092f,0000cbb4,0000cbb4,0,0,0,STABLE
3301,B,0810,0433,MUL,17,3,0447,0000d4e3,0000cbb4,0,0,0,TRANSITION
3302,C,04c0,07c0,MUL,18,2,0480,0000d4e3,0000d4e3,0,0,0,TRANSITION
3303,A,080d,0a1f,MUL,40,0,0a32,0000d4e3,0000d4e3,0,0,0,STABLE
3304,B,0806,045a,MUL,17,0,0462,0000df15,0000d4e3,0,0,0,TRANSITION
3305,C,0480,07c0,MUL,17,2,0440,0000df15,0000df15,0,0,0,TRANSITION
3306,A,0828,0930,ADD,33,0,084c,0000df15,0000df15,0,0,1,STABLE
3307,B,0833,03d0,MUL,16,2,0407,0000e761,0000df15,0,0,0,TRANSITION
3308,C,0440,07c0,MUL,16,2,0400,0000e761,0000e761,0,0,0,TRANSITION
3309,A,0803,073f,SUB,16,0,0400,0000e761,0000e761,0,0,0,TRANSITION
3310,B,081a,0386,MUL,28,3,0700,0000e761,0000e761,0,0,0,STABLE
3311,C,0400,0840,MUL,17,2,0440,0000e761,0000e761,0,0,0,TRANSITION
3312,A,0818,0500,MUL,20,0,0518,00000000,0000e761,0,0,0,STABLE
3313,B,0810,0b30,MUL,45,0,0b46,00000518,00000000,0,0,0,TRANSITION
3314,C,0800,07c0,MUL,31,0,07c0,00000518,00000518,0,0,0,STABLE
3315,A,0803,0610,MUL,24,0,0613,00000cd8,00000518,0,0,0,STABLE
3316,B,0806,0b46,MUL,45,2,0b4c,000012eb,00000cd8,0,0,0,TRANSITION
3317,C,07c0,07c0,MUL,30,0,0780,000012eb,000012eb,0,0,0,STABLE
3318,A,0818,071f,MUL,29,0,0741,00001a6b,000012eb,0,0,0,STABLE
3319,B,0830,0bb0,MUL,47,3,0be2,000021ac,00001a6b,0,0,0,TRANSITION
3320,C,0780,07c0,MUL,29,0,0740,000021ac,000021ac,0,0,0,STABLE
3321,A,0803,0800,MUL,32,0,0803,000028ec,000021ac,0,0,0,STABLE
3322,B,0806,0bc6,MUL,47,0,0bcc,000030ef,000028ec,0,0,0,TRANSITION
3323,C,0740,0740,ADD,29,0,0740,000030ef,000030ef,0,0,0,STABLE
3324,A,081b,0910,ADD,32,0,082b,0000382f,000030ef,0,0,0,STABLE
3325,B,0830,0c36,MUL,49,2,0c67,0000405a,0000382f,0,0,0,SATURATE
3326,C,0740,07c0,MUL,28,0,0700,0000405a,0000405a,0,0,0,STABLE
3327,A,081b,0a1f,SUB,28,0,0700,0000475a,0000405a,0,0,0,STABLE
3328,B,0806,0c76,MUL,31,3,07f8,0000475a,0000475a,0,0,0,STABLE
3329,C,0700,07c0,MUL,27,0,06c0,0000475a,0000475a,0,0,0,STABLE
3330,A,081b,0930,MUL,37,0,094f,00004e1a,0000475a,0,0,0,STABLE
3331,B,0836,0bf6,MUL,48,0,0c2c,00005769,00004e1a,0,0,0,SATURATE
3332,C,06c0,07c0,MUL,26,0,0680,00005769,00005769,0,0,0,STABLE
3333,A,081b,073f,MUL,29,0,075a,00005de9,00005769,0,0,0,STABLE
3334,B,0836,0bb7,MUL,47,2,0bed,00006543,00005de9,0,0,0,TRANSITION
3335,C,0680,0840,MUL,27,0,06c0,00006543,00006543,0,0,0,STABLE
3336,A,081c,0500,MUL,20,0,051c,00006c03,00006543,0,0,0,STABLE
3337,B,0836,0b38,MUL,45,3,0b6e,0000711f,00006c03,0,0,0,TRANSITION
3338,C,06c0,07c0,MUL,26,0,0680,0000711f,0000711f,0,0,0,STABLE
3339,A,0820,0610,MUL,24,0,0638,0000711f,0000711f,0,0,0,STABLE
3340,B,0837,0b40,MUL,45,0,0b77,00007757,0000711f,0,0,0,TRANSITION
3341,C,0680,07c0,MUL,25,2,0640,00007757,00007757,0,0,0,STABLE
3342,A,0800,071f,ADD,32,0,081f,00007757,00007757,0,0,0,STABLE
3343,B,0838,0b80,MUL,46,2,0bb8,00007f76,00007757,0,0,0,TRANSITION
3344,C,0640,07c0,MUL,24,2,0600,00007f76,00007f76,0,0,0,STABLE
3345,A,0801,0800,SUB,32,0,0801,00007f76,00007f76,0,0,0,STABLE
3346,B,0800,0bc3,MUL,47,3,0bc3,00008777,00007f76,0,0,0,TRANSITION
3347,C,0600,0600,ADD,24,2,0600,00008777,00008777,0,0,0,STABLE
3348,A,080c,0910,MUL,36,0,091f,00008777,00008777,0,0,0,STABLE
3349,B,0800,0c19,MUL,48,0,0c19,00009096,00008777,0,0,0,SATURATE
3350,C,0600,07c0,MUL,23,2,05c0,00009096,00009096,0,0,0,STABLE
3351,A,0826,0a1f,MUL,41,0,0a4b,00009096,00009096,0,0,0,STABLE
3352,B,0803,0c4c,MUL,49,2,0c4f,00009ae1,00009096,0,0,0,SATURATE
3353,C,05c0,07c0,MUL,22,2,0580,00009ae1,00009ae1,0,0,0,STABLE
3354,A,0830,0930,MUL,37,0,0962,00009ae1,00009ae1,0,0,0,STABLE
3355,B,0819,0be0,MUL,48,3,0c02,0000a443,00009ae1,0,0,0,SATURATE
3356,C,0580,07c0,MUL,21,2,0540,0000a443,0000a443,0,0,0,STABLE
3357,A,0803,073f,MUL,29,0,0742,0000a443,0000a443,0,0,0,STABLE
3358,B,080c,0b87,MUL,46,0,0b94,0000ab85,0000a443,0,0,0,TRANSITION
3359,C,0540,0840,MUL,22,2,0580,0000ab85,0000ab85,0,0,0,STABLE
3360,A,081c,0500,ADD,32,0,081c,0000ab85,0000ab85,0,0,0,STABLE
3361,B,0820,0338,MUL,13,2,035a,0000b3a1,0000ab85,0,0,0,COLLAPSE
3362,C,0580,07c0,MUL,21,2,0540,0000b3a1,0000b3a1,0,0,0,STABLE
3363,A,0820,0610,SUB,32,0,0810,0000b3a1,0000b3a1,0,0,0,STABLE
3364,B,0807,0341,MUL,13,3,0348,0000bbb1,0000b3a1,0,0,0,COLLAPSE
3365,C,0540,07c0,MUL,20,2,0500,0000bbb1,0000bbb1,0,0,0,STABLE
3366,A,0807,071f,MUL,28,0,0729,0000bbb1,0000bbb1,0,0,0,STABLE
3367,B,0838,038f,MUL,15,0,03ca,0000c2da,0000bbb1,0,0,0,COLLAPSE
3368,C,0500,07c0,MUL,19,2,04c0,0000c2da,0000c2da,0,0,0,TRANSITION
3369,A,083e,0800,MUL,32,0,083e,0000c2da,0000c2da,0,0,0,STABLE
3370,B,0801,03fc,MUL,15,2,03fd,0000cb18,0000c2da,0,0,0,COLLAPSE
3371,C,04c0,04c0,ADD,19,2,04c0,0000cb18,0000cb18,0,0,0,TRANSITION
3372,A,0830,0910,MUL,37,0,0946,0000cb18,0000cb18,0,0,0,STABLE
3373,B,080f,0421,MUL,16,3,0437,0000d45e,0000cb18,0,0,0,TRANSITION
3374,C,04c0,07c0,MUL,18,2,0480,0000d45e,0000d45e,0,0,0,TRANSITION
3375,A,0807,0a1f,MUL,40,0,0a29,0000d45e,0000d45e,0,0,0,STABLE
3376,B,083c,044f,MUL,18,0,048c,0000de87,0000d45e,0,0,0,TRANSITION
3377,C,0480,07c0,MUL,17,2,0440,0000de87,0000de87,0,0,0,TRANSITION
3378,A,083d,0930,ADD,33,0,0856,0000de87,0000de87,0,0,1,STABLE
3379,B,0821,03fb,MUL,16,2,041d,0000e6dd,0000de87,0,0,0,TRANSITION
3380,C,0440,07c0,MUL,16,2,0400,0000e6dd,0000e6dd,0,0,0,TRANSITION
3381,A,082f,073f,SUB,16,0,0400,0000e6dd,0000e6dd,0,0,0,TRANSITION
3382,B,080f,039e,MUL,31,3,07e0,0000e6dd,0000e6dd,0,0,0,STABLE
3383,C,0400,0840,MUL,17,2,0440,0000e6dd,0000e6dd,0,0,0,TRANSITION
3384,A,083a,0500,MUL,20,0,053a,00000000,0000e6dd,0,0,0,STABLE
3385,B,083b,0335,MUL,13,0,0370,0000053a,00000000,0,0,0,COLLAPSE
3386,C,0800,07c0,MUL,31,0,07c0,0000053a,0000053a,0,0,0,STABLE
3387,A,0815,0610,MUL,24,0,062a,00000cfa,0000053a,0,0,0,STABLE
3388,B,081e,036a,MUL,14,2,038d,00001324,00000cfa,0,0,0,COLLAPSE
3389,C,07c0,07c0,MUL,30,0,0780,00001324,00001324,0,0,0,STABLE
3390,A,0829,071f,MUL,29,0,074d,00001aa4,00001324,0,0,0,STABLE
3391,B,0835,0393,MUL,15,3,03cb,000021f1,00001aa4,0,0,0,COLLAPSE
3392,C,0780,07c0,MUL,29,0,0740,000021f1,000021f1,0,0,0,STABLE
3393,A,080c,0800,MUL,32,0,080c,00002931,000021f1,0,0,0,STABLE
3394,B,082a,03d8,MUL,16,0,0408,0000313d,00002931,0,0,0,TRANSITION
3395,C,0740,0740,ADD,29,0,0740,0000313d,0000313d,0,0,0,STABLE
3396,A,0821,0910,ADD,32,0,0831,0000387d,0000313d,0,0,0,STABLE
3397,B,0813,0402,MUL,16,2,0415,000040ae,0000387d,0,0,0,TRANSITION
3398,C,0740,07c0,MUL,28,0,0700,000040ae,000040ae,0,0,0,STABLE
3399,A,0808,0a1f,SUB,28,0,0700,000047ae,000040ae,0,0,0,STABLE
3400,B,0818,0451,MUL,31,3,07d2,000047ae,000047ae,0,0,0,STABLE
3401,C,0700,07c0,MUL,27,0,06c0,000047ae,000047ae,0,0,0,STABLE
3402,A,0807,0930,MUL,36,0,093c,00004e6e,000047ae,0,0,0,STABLE
3403,B,0802,03ce,MUL,15,0,03d0,000057aa,00004e6e,0,0,0,COLLAPSE
3404,C,06c0,07c0,MUL,26,0,0680,000057aa,000057aa,0,0,0,STABLE
3405,A,0839,073f,MUL,29,0,0778,00005e2a,000057aa,0,0,0,STABLE
3406,B,0811,03b3,MUL,15,2,03c8,000065a2,00005e2a,0,0,0,COLLAPSE
3407,C,0680,0840,MUL,27,0,06c0,000065a2,000065a2,0,0,0,STABLE
3408,A,080c,0500,MUL,20,0,050c,00006c62,000065a2,0,0,0,STABLE
3409,B,080e,0b19,MUL,44,3,0b2c,0000716e,00006c62,0,0,0,TRANSITION
3410,C,06c0,07c0,MUL,26,0,0680,0000716e,0000716e,0,0,0,STABLE
3411,A,0827,0610,MUL,25,0,0640,0000716e,0000716e,0,0,0,STABLE
3412,B,0833,0b4e,MUL,46,0,0b86,000077ae,0000716e,0,0,0,TRANSITION
3413,C,0680,07c0,MUL,25,2,0640,000077ae,000077ae,0,0,0,STABLE
3414,A,0838,071f,ADD,33,0,084b,000077ae,000077ae,0,0,1,STABLE
3415,B,0819,0bb0,MUL,47,2,0bcd,00007ff9,000077ae,0,0,0,TRANSITION
3416,C,0640,07c0,MUL,24,2,0600,00007ff9,00007ff9,0,0,0,STABLE
3417,A,0802,0800,SUB,32,0,0802,00007ff9,00007ff9,0,0,0,STABLE
3418,B,080e,0bc4,MUL,47,3,0bd2,000087fb,00007ff9,0,0,0,TRANSITION
3419,C,0600,0600,ADD,24,2,0600,000087fb,000087fb,0,0,0,STABLE
3420,A,0810,0910,MUL,36,0,0924,000087fb,000087fb,0,0,0,STABLE
3421,B,0830,0c20,MUL,49,0,0c54,0000911f,000087fb,0,0,0,SATURATE
3422,C,0600,07c0,MUL,23,2,05c0,0000911f,0000911f,0,0,0,STABLE
3423,A,0802,0a1f,MUL,40,0,0a21,0000911f,0000911f,0,0,0,STABLE
3424,B,0804,0c44,MUL,49,2,0c48,00009b40,0000911f,0,0,0,SATURATE
3425,C,05c0,07c0,MUL,22,2,0580,00009b40,00009b40,0,0,0,STABLE
3426,A,0811,0930,MUL,37,0,0946,00009b40,00009b40,0,0,0,STABLE
3427,B,0820,0be2,MUL,48,3,0c09,0000a486,00009b40,0,0,0,SATURATE
3428,C,0580,07c0,MUL,21,2,0540,0000a486,0000a486,0,0,0,STABLE
3429,A,0809,073f,MUL,29,0,0748,0000a486,0000a486,0,0,0,STABLE
3430,B,0804,0b93,MUL,46,0,0b98,0000abce,0000a486,0,0,0,TRANSITION
3431,C,0540,0840,MUL,22,2,0580,0000abce,0000abce,0,0,0,STABLE
3432,A,080d,0500,ADD,32,0,080d,0000abce,0000abce,0,0,0,STABLE
3433,B,0822,0b1b,MUL,45,2,0b45,0000b3db,0000abce,0,0,0,TRANSITION
3434,C,0580,07c0,MUL,21,2,0540,0000b3db,0000b3db,0,0,0,STABLE
3435,A,082d,0610,SUB,32,0,081d,0000b3db,0000b3db,0,0,0,STABLE
3436,B,0813,0b5b,MUL,45,3,0b76,0000bbf8,0000b3db,0,0,0,TRANSITION
3437,C,0540,07c0,MUL,20,2,0500,0000bbf8,0000bbf8,0,0,0,STABLE
3438,A,082f,071f,MUL,29,0,0752,0000bbf8,0000bbf8,0,0,0,STABLE
3439,B,081b,0b9f,MUL,47,0,0bc3,0000c34a,0000bbf8,0,0,0,TRANSITION
3440,C,0500,07c0,MUL,19,2,04c0,0000c34a,0000c34a,0,0,0,TRANSITION
3441,A,083d,0800,MUL,32,0,083d,0000c34a,0000c34a,0,0,0,STABLE
3442,B,081b,0bfa,MUL,48,2,0c16,0000cb87,0000c34a,0,0,0,SATURATE
3443,C,04c0,04c0,ADD,19,2,04c0,0000cb87,0000cb87,0,0,0,TRANSITION
3444,A,082a,0910,MUL,37,0,0942,0000cb87,0000cb87,0,0,0,STABLE
3445,B,081f,0c14,MUL,48,3,0c3c,0000d4c9,0000cb87,0,0,0,SATURATE
3446,C,04c0,07c0,MUL,18,2,0480,0000d4c9,0000d4c9,0,0,0,TRANSITION
3447,A,0810,0a1f,MUL,40,0,0a36,0000d4c9,0000d4c9,0,0,0,STABLE
3448,B,083a,0c61,MUL,50,0,0c9c,0000deff,0000d4c9,0,0,0,SATURATE
3449,C,0480,07c0,MUL,17,2,0440,0000deff,0000deff,0,0,0,TRANSITION
3450,A,0805,0930,ADD,32,0,0835,0000deff,0000deff,0,0,0,STABLE
3451,B,0814,0bcb,MUL,47,2,0be2,0000e734,0000deff,0,0,0,TRANSITION
3452,C,0440,07c0,MUL,16,2,0400,0000e734,0000e734,0,0,0,TRANSITION
3453,A,082c,073f,SUB,16,0,0400,0000e734,0000e734,0,0,0,TRANSITION
3454,B,0821,0b99,MUL,31,3,07da,0000e734,0000e734,0,0,0,STABLE
3455,C,0400,0840,MUL,17,2,0440,0000e734,0000e734,0,0,0,TRANSITION
3456,A,0825,0500,MUL,20,0,0525,00000000,0000e734,0,0,0,STABLE
3457,B,080b,030a,MUL,12,0,0316,00000525,00000000,0,0,0,COLLAPSE
3458,C,0800,07c0,MUL,31,0,07c0,00000525,00000525,0,0,0,STABLE
3459,A,0828,0610,MUL,25,0,0641,00000ce5,00000525,0,0,0,STABLE
3460,B,0819,0350,MUL,13,2,036f,00001326,00000ce5,0,0,0,COLLAPSE
3461,C,07c0,07c0,MUL,30,0,0780,00001326,00001326,0,0,0,STABLE
3462,A,0800,071f,MUL,28,0,071f,00001aa6,00001326,0,0,0,STABLE
3463,B,080a,0381,MUL,14,3,038b,000021c5,00001aa6,0,0,0,COLLAPSE
3464,C,0780,07c0,MUL,29,0,0740,000021c5,000021c5,0,0,0,STABLE
3465,A,0806,0800,MUL,32,0,0806,00002905,000021c5,0,0,0,STABLE
3466,B,0810,03cd,MUL,15,0,03e0,0000310b,00002905,0,0,0,COLLAPSE
3467,C,0740,0740,ADD,29,0,0740,0000310b,0000310b,0,0,0,STABLE
3468,A,0837,0910,ADD,33,0,0843,0000384b,0000310b,0,0,1,STABLE
3469,B,0801,042f,MUL,16,2,0430,0000408e,0000384b,0,0,0,TRANSITION
3470,C,0740,07c0,MUL,28,0,0700,0000408e,0000408e,0,0,0,STABLE
3471,A,083c,0a1f,SUB,32,0,081d,0000478e,0000408e,0,0,0,STABLE
3472,B,080d,0479,MUL,18,3,0488,00004fab,0000478e,0,0,0,TRANSITION
3473,C,0700,07c0,MUL,27,0,06c0,00004fab,00004fab,0,0,0,STABLE
3474,A,0825,0930,MUL,37,0,0958,0000566b,00004fab,0,0,0,STABLE
3475,B,082f,03cb,MUL,16,0,0401,00005fc3,0000566b,0,0,0,TRANSITION
3476,C,06c0,07c0,MUL,26,0,0680,00005fc3,00005fc3,0,0,0,STABLE
3477,A,082f,073f,MUL,29,0,076e,00006643,00005fc3,0,0,0,STABLE
3478,B,0839,039e,MUL,15,2,03d8,00006db1,00006643,0,0,0,COLLAPSE
3479,C,0680,0840,MUL,27,0,06c0,00006db1,00006db1,0,0,0,STABLE
3480,A,083a,0500,MUL,20,0,053a,00007471,00006db1,0,0,0,STABLE
3481,B,080b,0334,MUL,13,3,0343,000079ab,00007471,0,0,0,COLLAPSE
3482,C,06c0,07c0,MUL,26,0,0680,000079ab,000079ab,0,0,0,STABLE
3483,A,0813,0610,MUL,24,0,0627,000079ab,000079ab,0,0,0,STABLE
3484,B,081e,0367,MUL,14,0,038b,00007fd2,000079ab,0,0,0,COLLAPSE
3485,C,0680,07c0,MUL,25,2,0640,00007fd2,00007fd2,0,0,0,STABLE
3486,A,081e,071f,ADD,32,0,083d,00007fd2,00007fd2,0,0,0,STABLE
3487,B,0834,03bc,MUL,15,2,03f0,0000880f,00007fd2,0,0,0,COLLAPSE
3488,C,0640,07c0,MUL,24,2,0600,0000880f,0000880f,0,0,0,STABLE
3489,A,0830,0800,SUB,32,0,0830,0000880f,0000880f,0,0,0,STABLE
3490,B,0827,03e0,MUL,16,3,040d,0000903f,0000880f,0,0,0,TRANSITION
3491,C,0600,0600,ADD,24,2,0600,0000903f,0000903f,0,0,0,STABLE
3492,A,0800,0910,MUL,36,0,0910,0000903f,0000903f,0,0,0,STABLE
3493,B,083c,0401,MUL,16,0,043d,0000994f,0000903f,0,0,0,TRANSITION
3494,C,0600,07c0,MUL,23,2,05c0,0000994f,0000994f,0,0,0,STABLE
3495,A,0807,0a1f,MUL,40,0,0a29,0000994f,0000994f,0,0,0,STABLE
3496,B,0820,044f,MUL,17,2,0476,0000a378,0000994f,0,0,0,TRANSITION
3497,C,05c0,07c0,MUL,22,2,0580,0000a378,0000a378,0,0,0,STABLE
3498,A,083d,0930,MUL,37,0,096d,0000a378,0000a378,0,0,0,STABLE
3499,B,0801,03fa,MUL,15,3,03fb,0000ace5,0000a378,0,0,0,COLLAPSE
3500,C,0580,07c0,MUL,21,2,0540,0000ace5,0000ace5,0,0,0,STABLE
3501,A,082b,073f,MUL,29,0,076a,0000ace5,0000ace5,0,0,0,STABLE
3502,B,080f,0396,MUL,14,0,03aa,0000b44f,0000ace5,0,0,0,COLLAPSE
3503,C,0540,0840,MUL,22,2,0580,0000b44f,0000b44f,0,0,0,STABLE
3504,A,0819,0500,ADD,32,0,0819,0000b44f,0000b44f,0,0,0,STABLE
3505,B,083a,0b33,MUL,45,2,0b6d,0000bc68,0000b44f,0,0,0,TRANSITION
3506,C,0580,07c0,MUL,21,2,0540,0000bc68,0000bc68,0,0,0,STABLE
3507,A,080d,0610,SUB,21,0,0540,0000bc68,0000bc68,0,0,0,STABLE
3508,B,0816,0b5a,MUL,31,3,07fa,0000bc68,0000bc68,0,0,0,STABLE
3509,C,0540,07c0,MUL,20,2,0500,0000bc68,0000bc68,0,0,0,STABLE
3510,A,0828,071f,MUL,29,0,074d,0000bc68,0000bc68,0,0,0,STABLE
3511,B,0833,0b91,MUL,47,0,0bc8,0000c3b5,0000bc68,0,0,0,TRANSITION
3512,C,0500,07c0,MUL,19,2,04c0,0000c3b5,0000c3b5,0,0,0,TRANSITION
3513,A,0807,0800,MUL,32,0,0807,0000c3b5,0000c3b5,0,0,0,STABLE
3514,B,081a,0bcf,MUL,47,2,0bef,0000cbbc,0000c3b5,0,0,0,TRANSITION
3515,C,04c0,04c0,ADD,19,2,04c0,0000cbbc,0000cbbc,0,0,0,TRANSITION
3516,A,083c,0910,MUL,37,0,094d,0000cbbc,0000cbbc,0,0,0,STABLE
3517,B,0811,0c38,MUL,49,3,0c4b,0000d509,0000cbbc,0,0,0,SATURATE
3518,C,04c0,07c0,MUL,18,2,0480,0000d509,0000d509,0,0,0,TRANSITION
3519,A,0823,0a1f,MUL,41,0,0a49,0000d509,0000d509,0,0,0,STABLE
3520,B,080f,0c46,MUL,49,0,0c56,0000df52,0000d509,0,0,0,SATURATE
3521,C,0480,07c0,MUL,17,2,0440,0000df52,0000df52,0,0,0,TRANSITION
3522,A,0819,0930,ADD,33,0,0844,0000df52,0000df52,0,0,1,STABLE
3523,B,0838,0bf2,MUL,48,2,0c2a,0000e796,0000df52,0,0,0,SATURATE
3524,C,0440,07c0,MUL,16,2,0400,0000e796,0000e796,0,0,0,TRANSITION
3525,A,0809,073f,SUB,16,0,0400,0000e796,0000e796,0,0,0,TRANSITION
3526,B,0806,0b92,MUL,29,3,0750,0000e796,0000e796,0,0,0,STABLE
3527,C,0400,0840,MUL,17,2,0440,0000e796,0000e796,0,0,0,TRANSITION
3528,A,080a,0500,MUL,20,0,050a,00000000,0000e796,0,0,0,STABLE
3529,B,0832,0b14,MUL,45,0,0b4a,0000050a,00000000,0,0,0,TRANSITION
3530,C,0800,07c0,MUL,31,0,07c0,0000050a,0000050a,0,0,0,STABLE
3531,A,0811,0610,MUL,24,0,0625,00000cca,0000050a,0,0,0,STABLE
3532,B,0812,0b62,MUL,45,2,0b7d,000012ef,00000cca,0,0,0,TRANSITION
3533,C,07c0,07c0,MUL,30,0,0780,000012ef,000012ef,0,0,0,STABLE
3534,A,0809,071f,MUL,28,0,072c,00001a6f,000012ef,0,0,0,STABLE
3535,B,0814,0b92,MUL,46,3,0bab,0000219b,00001a6f,0,0,0,TRANSITION
3536,C,0780,07c0,MUL,29,0,0740,0000219b,0000219b,0,0,0,STABLE
3537,A,0808,0800,MUL,32,0,0808,000028db,0000219b,0,0,0,STABLE
3538,B,0822,0bd1,MUL,47,0,0bfc,000030e3,000028db,0,0,0,TRANSITION
3539,C,0740,0740,ADD,29,0,0740,000030e3,000030e3,0,0,0,STABLE
3540,A,0807,0910,ADD,32,0,0817,00003823,000030e3,0,0,0,STABLE
3541,B,0812,0c0e,MUL,48,2,0c23,0000403a,00003823,0,0,0,SATURATE
3542,C,0740,07c0,MUL,28,0,0700,0000403a,0000403a,0,0,0,STABLE
3543,A,083b,0a1f,SUB,32,0,081c,0000473a,0000403a,0,0,0,STABLE
3544,B,0811,0c77,MUL,50,3,0c8b,00004f56,0000473a,0,0,0,SATURATE
3545,C,0700,07c0,MUL,27,0,06c0,00004f56,00004f56,0,0,0,STABLE
3546,A,081c,0930,MUL,37,0,0950,00005616,00004f56,0,0,0,STABLE
3547,B,080e,0bf8,MUL,48,0,0c09,00005f66,00005616,0,0,0,SATURATE
3548,C,06c0,07c0,MUL,26,0,0680,00005f66,00005f66,0,0,0,STABLE
3549,A,0823,073f,MUL,29,0,0762,000065e6,00005f66,0,0,0,STABLE
3550,B,0837,0b86,MUL,47,2,0bc1,00006d48,000065e6,0,0,0,TRANSITION
3551,C,0680,0840,MUL,27,0,06c0,00006d48,00006d48,0,0,0,STABLE
3552,A,0818,0500,MUL,20,0,0518,00007408,00006d48,0,0,0,STABLE
3553,B,0838,0331,MUL,13,3,0369,00007920,00007408,0,0,0,COLLAPSE
3554,C,06c0,07c0,MUL,26,0,0680,00007920,00007920,0,0,0,STABLE
3555,A,0807,0610,MUL,24,0,0618,00007920,00007920,0,0,0,STABLE
3556,B,0806,034f,MUL,13,0,0356,00007f38,00007920,0,0,0,COLLAPSE
3557,C,0680,07c0,MUL,25,2,0640,00007f38,00007f38,0,0,0,STABLE
3558,A,083c,071f,ADD,33,0,084d,00007f38,00007f38,0,0,1,STABLE
3559,B,0831,03b8,MUL,15,2,03e9,00008785,00007f38,0,0,0,COLLAPSE
3560,C,0640,07c0,MUL,24,2,0600,00008785,00008785,0,0,0,STABLE
3561,A,0821,0800,SUB,32,0,0821,00008785,00008785,0,0,0,STABLE
3562,B,080f,03c2,MUL,15,3,03d1,00008fa6,00008785,0,0,0,COLLAPSE
3563,C,0600,0600,ADD,24,2,0600,00008fa6,00008fa6,0,0,0,STABLE
3564,A,080a,0910,MUL,36,0,091c,00008fa6,00008fa6,0,0,0,STABLE
3565,B,0838,0414,MUL,17,0,044e,000098c2,00008fa6,0,0,0,TRANSITION
3566,C,0600,07c0,MUL,23,2,05c0,000098c2,000098c2,0,0,0,STABLE
3567,A,0811,0a1f,MUL,40,0,0a38,000098c2,000098c2,0,0,0,STABLE
3568,B,0802,0462,MUL,17,2,0465,0000a2fa,000098c2,0,0,0,TRANSITION
3569,C,05c0,07c0,MUL,22,2,0580,0000a2fa,0000a2fa,0,0,0,STABLE
3570,A,080a,0930,MUL,37,0,0940,0000a2fa,0000a2fa,0,0,0,STABLE
3571,B,0814,03d5,MUL,15,3,03ef,0000ac3a,0000a2fa,0,0,0,COLLAPSE
3572,C,0580,07c0,MUL,21,2,0540,0000ac3a,0000ac3a,0,0,0,STABLE
3573,A,0814,073f,MUL,29,0,0753,0000ac3a,0000ac3a,0,0,0,STABLE
3574,B,0822,03a8,MUL,15,0,03cf,0000b38d,0000ac3a,0,0,0,COLLAPSE
3575,C,0540,0840,MUL,22,2,0580,0000b38d,0000b38d,0,0,0,STABLE
3576,A,0823,0500,ADD,32,0,0823,0000b38d,0000b38d,0,0,0,STABLE
3577,B,0815,0306,MUL,12,2,031c,0000bbb0,0000b38d,0,0,0,COLLAPSE
3578,C,0580,07c0,MUL,21,2,0540,0000bbb0,0000bbb0,0,0,0,STABLE
3579,A,081b,0610,SUB,32,0,080b,0000bbb0,0000bbb0,0,0,0,STABLE
3580,B,0828,0376,MUL,14,3,039f,0000c3bb,0000bbb0,0,0,0,COLLAPSE
3581,C,0540,07c0,MUL,20,2,0500,0000c3bb,0000c3bb,0,0,0,STABLE
3582,A,081a,071f,MUL,29,0,0742,0000c3bb,0000c3bb,0,0,0,STABLE
3583,B,0806,03b4,MUL,14,0,03be,0000cafd,0000c3bb,0,0,0,COLLAPSE
3584,C,0500,07c0,MUL,19,2,04c0,0000cafd,0000cafd,0,0,0,TRANSITION
3585,A,0812,0800,MUL,32,0,0812,0000cafd,0000cafd,0,0,0,STABLE
3586,B,0836,03e5,MUL,16,2,041d,0000d30f,0000cafd,0,0,0,TRANSITION
3587,C,04c0,04c0,ADD,19,2,04c0,0000d30f,0000d30f,0,0,0,TRANSITION
3588,A,0815,0910,MUL,36,0,092a,0000d30f,0000d30f,0,0,0,STABLE
3589,B,0834,042b,MUL,17,3,0460,0000dc39,0000d30f,0,0,0,TRANSITION
3590,C,04c0,07c0,MUL,18,2,0480,0000dc39,0000dc39,0,0,0,TRANSITION
3591,A,082c,0a1f,MUL,41,0,0a50,0000dc39,0000dc39,0,0,0,STABLE
3592,B,0825,0458,MUL,18,0,0485,0000e689,0000dc39,0,0,0,TRANSITION
3593,C,0480,07c0,MUL,17,2,0440,0000e689,0000e689,0,0,0,TRANSITION
3594,A,0822,0930,ADD,33,0,0849,0000e689,0000e689,0,0,1,STABLE
