cycle,stream,A,B,OP,E_est,MODE,RESULT,ACC,PE_ACC,UF,OVF,RO,REGION
1914,A,0822,0930,MUL,37,0,0955,0000a398,0000a398,0,0,0,STABLE
1915,B,081d,0bc5,MUL,47,3,0be4,0000aced,0000a398,0,0,0,TRANSITION
1916,C,0580,07c0,MUL,21,2,0540,0000aced,0000aced,0,0,0,STABLE
1917,A,0815,073f,MUL,29,0,0754,0000aced,0000aced,0,0,0,STABLE
1918,B,0828,0baa,MUL,47,0,0bd6,0000b441,0000aced,0,0,0,TRANSITION
1919,C,0540,0840,MUL,22,2,0580,0000b441,0000b441,0,0,0,STABLE
1920,A,082b,0500,ADD,32,0,082b,0000b441,0000b441,0,0,0,STABLE
1921,B,0805,0316,MUL,12,2,031c,0000bc6c,0000b441,0,0,0,COLLAPSE
1922,C,0580,07c0,MUL,21,2,0540,0000bc6c,0000bc6c,0,0,0,STABLE
1923,A,0818,0610,SUB,32,0,0808,0000bc6c,0000bc6c,0,0,0,STABLE
1924,B,082a,0371,MUL,14,3,039d,0000c474,0000bc6c,0,0,0,COLLAPSE
1925,C,0540,07c0,MUL,20,2,0500,0000c474,0000c474,0,0,0,STABLE
1926,A,0806,071f,MUL,28,0,0727,0000c474,0000c474,0,0,0,STABLE
1927,B,0816,038d,MUL,14,0,03a7,0000cb9b,0000c474,0,0,0,COLLAPSE
1928,C,0500,07c0,MUL,19,2,04c0,0000cb9b,0000cb9b,0,0,0,TRANSITION
1929,A,0834,0800,MUL,32,0,0834,0000cb9b,0000cb9b,0,0,0,STABLE
1930,B,0831,03e8,MUL,16,2,041b,0000d3cf,0000cb9b,0,0,0,TRANSITION
1931,C,04c0,04c0,ADD,19,2,04c0,0000d3cf,0000d3cf,0,0,0,TRANSITION
1932,A,0823,0910,MUL,36,0,093b,0000d3cf,0000d3cf,0,0,0,STABLE
1933,B,080d,0407,MUL,16,3,0415,0000dd0a,0000d3cf,0,0,0,TRANSITION
1934,C,04c0,07c0,MUL,18,2,0480,0000dd0a,0000dd0a,0,0,0,TRANSITION
1935,A,081e,0a1f,MUL,41,0,0a45,0000dd0a,0000dd0a,0,0,0,STABLE
1936,B,0828,047c,MUL,18,0,04a4,0000e74f,0000dd0a,0,0,0,TRANSITION
1937,C,0480,07c0,MUL,17,2,0440,0000e74f,0000e74f,0,0,0,TRANSITION
1938,A,0833,0930,ADD,33,0,0851,0000e74f,0000e74f,0,0,1,STABLE
1939,B,0807,03e7,MUL,15,2,03f2,0000efa0,0000e74f,0,0,0,COLLAPSE
1940,C,0440,07c0,MUL,16,2,0400,0000efa0,0000efa0,0,0,0,TRANSITION
1941,A,081c,073f,SUB,16,0,0400,0000efa0,0000efa0,0,0,0,TRANSITION
1942,B,083c,03b9,MUL,30,3,07b4,0000efa0,0000efa0,0,0,0,STABLE
1943,C,0400,0840,MUL,17,2,0440,0000efa0,0000efa0,0,0,0,TRANSITION
1944,A,0824,0500,MUL,20,0,0524,00000000,0000efa0,0,0,0,STABLE
1945,B,0827,0309,MUL,12,0,0335,00000524,00000000,0,0,0,COLLAPSE
1946,C,0800,07c0,MUL,31,0,07c0,00000524,00000524,0,0,0,STABLE
1947,A,0825,0610,MUL,24,0,063e,00000ce4,00000524,0,0,0,STABLE
1948,B,0839,034b,MUL,14,2,0386,00001322,00000ce4,0,0,0,COLLAPSE
1949,C,07c0,07c0,MUL,30,0,0780,00001322,00001322,0,0,0,STABLE
1950,A,082d,071f,MUL,29,0,0750,00001aa2,00001322,0,0,0,STABLE
1951,B,0809,039a,MUL,14,3,03a6,000021f2,00001aa2,0,0,0,COLLAPSE
1952,C,0780,07c0,MUL,29,0,0740,000021f2,000021f2,0,0,0,STABLE
1953,A,0829,0800,MUL,32,0,0829,00002932,000021f2,0,0,0,STABLE
1954,B,080b,03d3,MUL,15,0,03e1,0000315b,00002932,0,0,0,COLLAPSE
1955,C,0740,0740,ADD,29,0,0740,0000315b,0000315b,0,0,0,STABLE
1956,A,080c,0910,ADD,32,0,081c,0000389b,0000315b,0,0,0,STABLE
1957,B,081a,0418,MUL,16,2,043b,000040b7,0000389b,0,0,0,TRANSITION
1958,C,0740,07c0,MUL,28,0,0700,000040b7,000040b7,0,0,0,STABLE
1959,A,0822,0a1f,SUB,32,0,0803,000047b7,000040b7,0,0,0,STABLE
1960,B,0813,0445,MUL,17,3,0459,00004fba,000047b7,0,0,0,TRANSITION
1961,C,0700,07c0,MUL,27,0,06c0,00004fba,00004fba,0,0,0,STABLE
1962,A,0815,0930,MUL,37,0,094a,0000567a,00004fba,0,0,0,STABLE
1963,B,0818,03ea,MUL,16,0,0408,00005fc4,0000567a,0,0,0,TRANSITION
1964,C,06c0,07c0,MUL,26,0,0680,00005fc4,00005fc4,0,0,0,STABLE
1965,A,082b,073f,MUL,29,0,076a,00006644,00005fc4,0,0,0,STABLE
1966,B,0805,0396,MUL,14,2,039c,00006dae,00006644,0,0,0,COLLAPSE
1967,C,0680,0840,MUL,27,0,06c0,00006dae,00006dae,0,0,0,STABLE
1968,A,0819,0500,MUL,20,0,0519,0000746e,00006dae,0,0,0,STABLE
1969,B,082a,0b32,MUL,45,3,0b5e,00007987,0000746e,0,0,0,TRANSITION
1970,C,06c0,07c0,MUL,26,0,0680,00007987,00007987,0,0,0,STABLE
1971,A,080a,0610,MUL,24,0,061c,00007987,00007987,0,0,0,STABLE
1972,B,0816,0b55,MUL,45,0,0b72,00007fa3,00007987,0,0,0,TRANSITION
1973,C,0680,07c0,MUL,25,2,0640,00007fa3,00007fa3,0,0,0,STABLE
1974,A,0814,071f,ADD,32,0,0833,00007fa3,00007fa3,0,0,0,STABLE
1975,B,0832,0ba8,MUL,47,2,0bdc,000087d6,00007fa3,0,0,0,TRANSITION
1976,C,0640,07c0,MUL,24,2,0600,000087d6,000087d6,0,0,0,STABLE
1977,A,0823,0800,SUB,32,0,0823,000087d6,000087d6,0,0,0,STABLE
1978,B,0815,0bc7,MUL,47,3,0bde,00008ff9,000087d6,0,0,0,TRANSITION
1979,C,0600,0600,ADD,24,2,0600,00008ff9,00008ff9,0,0,0,STABLE
1980,A,081d,0910,MUL,36,0,0934,00008ff9,00008ff9,0,0,0,STABLE
1981,B,0828,0c3b,MUL,49,0,0c63,0000992d,00008ff9,0,0,0,SATURATE
1982,C,0600,07c0,MUL,23,2,05c0,0000992d,0000992d,0,0,0,STABLE
1983,A,082e,0a1f,MUL,41,0,0a51,0000992d,0000992d,0,0,0,STABLE
1984,B,0807,0c5c,MUL,49,2,0c66,0000a37e,0000992d,0,0,0,SATURATE
1985,C,05c0,07c0,MUL,22,2,0580,0000a37e,0000a37e,0,0,0,STABLE
1986,A,0832,0930,MUL,37,0,0963,0000a37e,0000a37e,0,0,0,STABLE
1987,B,083b,0be5,MUL,48,3,0c21,0000ace1,0000a37e,0,0,0,SATURATE
1988,C,0580,07c0,MUL,21,2,0540,0000ace1,0000ace1,0,0,0,STABLE
1989,A,0814,073f,MUL,29,0,0753,0000ace1,0000ace1,0,0,0,STABLE
1990,B,081c,0ba8,MUL,47,0,0bca,0000b434,0000ace1,0,0,0,TRANSITION
1991,C,0540,0840,MUL,22,2,0580,0000b434,0000b434,0,0,0,STABLE
1992,A,0823,0500,ADD,32,0,0823,0000b434,0000b434,0,0,0,STABLE
1993,B,0825,0b07,MUL,44,2,0b30,0000bc57,0000b434,0,0,0,TRANSITION
1994,C,0580,07c0,MUL,21,2,0540,0000bc57,0000bc57,0,0,0,STABLE
1995,A,081e,0610,SUB,32,0,080e,0000bc57,0000bc57,0,0,0,STABLE
1996,B,0828,0b7d,MUL,46,3,0ba5,0000c465,0000bc57,0,0,0,TRANSITION
1997,C,0540,07c0,MUL,20,2,0500,0000c465,0000c465,0,0,0,STABLE
1998,A,0837,071f,MUL,29,0,0758,0000c465,0000c465,0,0,0,STABLE
1999,B,0807,0baf,MUL,46,0,0bbb,0000cbbd,0000c465,0,0,0,TRANSITION
2000,C,0500,07c0,MUL,19,2,04c0,0000cbbd,0000cbbd,0,0,0,TRANSITION
2001,A,083e,0800,MUL,32,0,083e,0000cbbd,0000cbbd,0,0,0,STABLE
2002,B,083d,0bfd,MUL,48,2,0c3a,0000d3fb,0000cbbd,0,0,0,SATURATE
2003,C,04c0,04c0,ADD,19,2,04c0,0000d3fb,0000d3fb,0,0,0,TRANSITION
2004,A,0834,0910,MUL,37,0,0948,0000d3fb,0000d3fb,0,0,0,STABLE
2005,B,082f,0c29,MUL,49,3,0c5b,0000dd43,0000d3fb,0,0,0,SATURATE
2006,C,04c0,07c0,MUL,18,2,0480,0000dd43,0000dd43,0,0,0,TRANSITION
2007,A,0824,0a1f,MUL,41,0,0a4a,0000dd43,0000dd43,0,0,0,STABLE
2008,B,083d,0c49,MUL,50,0,0c87,0000e78d,0000dd43,0,0,0,SATURATE
2009,C,0480,07c0,MUL,17,2,0440,0000e78d,0000e78d,0,0,0,TRANSITION
2010,A,0826,0930,ADD,33,0,084b,0000e78d,0000e78d,0,0,1,STABLE
2011,B,0829,0bcd,MUL,47,2,0bfe,0000efd8,0000e78d,0,0,0,TRANSITION
2012,C,0440,07c0,MUL,16,2,0400,0000efd8,0000efd8,0,0,0,TRANSITION
2013,A,0836,073f,SUB,16,0,0400,0000efd8,0000efd8,0,0,0,TRANSITION
2014,B,0809,0bac,MUL,31,3,07ee,0000efd8,0000efd8,0,0,0,STABLE
2015,C,0400,0840,MUL,17,2,0440,0000efd8,0000efd8,0,0,0,TRANSITION
2016,A,0831,0500,MUL,20,0,0531,00000000,0000efd8,0,0,0,STABLE
2017,B,080d,0322,MUL,12,0,0335,00000531,00000000,0,0,0,COLLAPSE
2018,C,0800,07c0,MUL,31,0,07c0,00000531,00000531,0,0,0,STABLE
2019,A,0808,0610,MUL,24,0,061a,00000cf1,00000531,0,0,0,STABLE
2020,B,082c,0351,MUL,14,2,0384,0000130b,00000cf1,0,0,0,COLLAPSE
2021,C,07c0,07c0,MUL,30,0,0780,0000130b,0000130b,0,0,0,STABLE
2022,A,0805,071f,MUL,28,0,0726,00001a8b,0000130b,0,0,0,STABLE
2023,B,0822,038a,MUL,14,3,03b1,000021b1,00001a8b,0,0,0,COLLAPSE
2024,C,0780,07c0,MUL,29,0,0740,000021b1,000021b1,0,0,0,STABLE
2025,A,0829,0800,MUL,32,0,0829,000028f1,000021b1,0,0,0,STABLE
2026,B,0811,03d3,MUL,15,0,03e9,0000311a,000028f1,0,0,0,COLLAPSE
2027,C,0740,0740,ADD,29,0,0740,0000311a,0000311a,0,0,0,STABLE
2028,A,080d,0910,ADD,32,0,081d,0000385a,0000311a,0,0,0,STABLE
2029,B,080a,041b,MUL,16,2,0429,00004077,0000385a,0,0,0,TRANSITION
2030,C,0740,07c0,MUL,28,0,0700,00004077,00004077,0,0,0,STABLE
2031,A,082f,0a1f,SUB,32,0,0810,00004777,00004077,0,0,0,STABLE
2032,B,0813,045f,MUL,17,3,047b,00004f87,00004777,0,0,0,TRANSITION
2033,C,0700,07c0,MUL,27,0,06c0,00004f87,00004f87,0,0,0,STABLE
2034,A,083d,0930,MUL,37,0,096d,00005647,00004f87,0,0,0,STABLE
2035,B,081b,03fb,MUL,16,0,0417,00005fb4,00005647,0,0,0,TRANSITION
2036,C,06c0,07c0,MUL,26,0,0680,00005fb4,00005fb4,0,0,0,STABLE
2037,A,082f,073f,MUL,29,0,076e,00006634,00005fb4,0,0,0,STABLE
2038,B,081f,039e,MUL,15,2,03c5,00006da2,00006634,0,0,0,COLLAPSE
2039,C,0680,0840,MUL,27,0,06c0,00006da2,00006da2,0,0,0,STABLE
2040,A,083a,0500,MUL,20,0,053a,00007462,00006da2,0,0,0,STABLE
2041,B,083b,0335,MUL,13,3,0370,0000799c,00007462,0,0,0,COLLAPSE
2042,C,06c0,07c0,MUL,26,0,0680,0000799c,0000799c,0,0,0,STABLE
2043,A,0815,0610,MUL,24,0,062a,0000799c,0000799c,0,0,0,STABLE
2044,B,081e,036b,MUL,14,0,038e,00007fc6,0000799c,0,0,0,COLLAPSE
2045,C,0680,07c0,MUL,25,2,0640,00007fc6,00007fc6,0,0,0,STABLE
2046,A,082d,071f,ADD,33,0,0846,00007fc6,00007fc6,0,0,1,STABLE
2047,B,0835,039b,MUL,15,2,03d3,0000880c,00007fc6,0,0,0,COLLAPSE
2048,C,0640,07c0,MUL,24,2,0600,0000880c,0000880c,0,0,0,STABLE
2049,A,082c,0800,SUB,32,0,082c,0000880c,0000880c,0,0,0,STABLE
2050,B,082b,03d8,MUL,16,3,0409,00009038,0000880c,0,0,0,TRANSITION
2051,C,0600,0600,ADD,24,2,0600,00009038,00009038,0,0,0,STABLE
2052,A,0821,0910,MUL,36,0,0939,00009038,00009038,0,0,0,STABLE
2053,B,081b,0402,MUL,16,0,041d,00009971,00009038,0,0,0,TRANSITION
2054,C,0600,07c0,MUL,23,2,05c0,00009971,00009971,0,0,0,STABLE
2055,A,0809,0a1f,MUL,40,0,0a2c,00009971,00009971,0,0,0,STABLE
2056,B,0818,0453,MUL,17,2,0472,0000a39d,00009971,0,0,0,TRANSITION
2057,C,05c0,07c0,MUL,22,2,0580,0000a39d,0000a39d,0,0,0,STABLE
2058,A,080c,0930,MUL,37,0,0942,0000a39d,0000a39d,0,0,0,STABLE
2059,B,0802,03d8,MUL,15,3,03da,0000acdf,0000a39d,0,0,0,COLLAPSE
2060,C,0580,07c0,MUL,21,2,0540,0000acdf,0000acdf,0,0,0,STABLE
2061,A,0823,073f,MUL,29,0,0762,0000acdf,0000acdf,0,0,0,STABLE
2062,B,0813,0387,MUL,14,0,039c,0000b441,0000acdf,0,0,0,COLLAPSE
2063,C,0540,0840,MUL,22,2,0580,0000b441,0000b441,0,0,0,STABLE
2064,A,081c,0500,ADD,32,0,081c,0000b441,0000b441,0,0,0,STABLE
2065,B,0818,0b39,MUL,45,2,0b53,0000bc5d,0000b441,0,0,0,TRANSITION
2066,C,0580,07c0,MUL,21,2,0540,0000bc5d,0000bc5d,0,0,0,STABLE
2067,A,0825,0610,SUB,32,0,0815,0000bc5d,0000bc5d,0,0,0,STABLE
2068,B,0807,0b4a,MUL,45,3,0b52,0000c472,0000bc5d,0,0,0,TRANSITION
2069,C,0540,07c0,MUL,20,2,0500,0000c472,0000c472,0,0,0,STABLE
2070,A,0829,071f,MUL,29,0,074d,0000c472,0000c472,0,0,0,STABLE
2071,B,0839,0b92,MUL,47,0,0bcd,0000cbbf,0000c472,0,0,0,TRANSITION
2072,C,0500,07c0,MUL,19,2,04c0,0000cbbf,0000cbbf,0,0,0,TRANSITION
2073,A,0808,0800,MUL,32,0,0808,0000cbbf,0000cbbf,0,0,0,STABLE
2074,B,080a,0bd0,MUL,47,2,0bdc,0000d3c7,0000cbbf,0,0,0,TRANSITION
2075,C,04c0,04c0,ADD,19,2,04c0,0000d3c7,0000d3c7,0,0,0,TRANSITION
2076,A,0801,0910,MUL,36,0,0911,0000d3c7,0000d3c7,0,0,0,STABLE
2077,B,0812,0c03,MUL,48,3,0c15,0000dcd8,0000d3c7,0,0,0,SATURATE
2078,C,04c0,07c0,MUL,18,2,0480,0000dcd8,0000dcd8,0,0,0,TRANSITION
2079,A,080f,0a1f,MUL,40,0,0a35,0000dcd8,0000dcd8,0,0,0,STABLE
2080,B,0810,0c5f,MUL,49,0,0c76,0000e70d,0000dcd8,0,0,0,SATURATE
2081,C,0480,07c0,MUL,17,2,0440,0000e70d,0000e70d,0,0,0,TRANSITION
2082,A,083e,0930,ADD,33,0,0857,0000e70d,0000e70d,0,0,1,STABLE
2083,B,0803,0bfc,MUL,48,2,0c00,0000ef64,0000e70d,0,0,0,SATURATE
2084,C,0440,07c0,MUL,16,2,0400,0000ef64,0000ef64,0,0,0,TRANSITION
2085,A,0832,073f,SUB,16,0,0400,0000ef64,0000ef64,0,0,0,TRANSITION
2086,B,081f,0ba5,MUL,31,3,07e6,0000ef64,0000ef64,0,0,0,STABLE
2087,C,0400,0840,MUL,17,2,0440,0000ef64,0000ef64,0,0,0,TRANSITION
2088,A,0817,0500,MUL,20,0,0517,00000000,0000ef64,0,0,0,STABLE
2089,B,083c,0b2e,MUL,45,0,0b6a,00000517,00000000,0,0,0,TRANSITION
2090,C,0800,07c0,MUL,31,0,07c0,00000517,00000517,0,0,0,STABLE
2091,A,083b,0610,MUL,25,0,064c,00000cd7,00000517,0,0,0,STABLE
2092,B,0825,0b76,MUL,46,2,0b9d,00001323,00000cd7,0,0,0,TRANSITION
2093,C,07c0,07c0,MUL,30,0,0780,00001323,00001323,0,0,0,STABLE
2094,A,081b,071f,MUL,29,0,0743,00001aa3,00001323,0,0,0,STABLE
2095,B,082e,0bb7,MUL,47,3,0be6,000021e6,00001aa3,0,0,0,TRANSITION
2096,C,0780,07c0,MUL,29,0,0740,000021e6,000021e6,0,0,0,STABLE
2097,A,081f,0800,MUL,32,0,081f,00002926,000021e6,0,0,0,STABLE
2098,B,0836,0bfe,MUL,48,0,0c34,00003145,00002926,0,0,0,SATURATE
2099,C,0740,0740,ADD,29,0,0740,00003145,00003145,0,0,0,STABLE
2100,A,0839,0910,ADD,33,0,0844,00003885,00003145,0,0,1,STABLE
2101,B,0837,0c33,MUL,49,2,0c6a,000040c9,00003885,0,0,0,SATURATE
2102,C,0740,07c0,MUL,28,0,0700,000040c9,000040c9,0,0,0,STABLE
2103,A,080e,0a1f,SUB,28,0,0700,000047c9,000040c9,0,0,0,STABLE
2104,B,083e,0c5c,MUL,31,3,07de,000047c9,000047c9,0,0,0,STABLE
2105,C,0700,07c0,MUL,27,0,06c0,000047c9,000047c9,0,0,0,STABLE
2106,A,0831,0930,MUL,37,0,0962,00004e89,000047c9,0,0,0,STABLE
2107,B,0833,0be2,MUL,48,0,0c18,000057eb,00004e89,0,0,0,SATURATE
2108,C,06c0,07c0,MUL,26,0,0680,000057eb,000057eb,0,0,0,STABLE
2109,A,080b,073f,MUL,29,0,074a,00005e6b,000057eb,0,0,0,STABLE
2110,B,081c,0b97,MUL,46,2,0bbd,000065b5,00005e6b,0,0,0,TRANSITION
2111,C,0680,0840,MUL,27,0,06c0,000065b5,000065b5,0,0,0,STABLE
2112,A,081e,0500,MUL,20,0,051e,00006c75,000065b5,0,0,0,STABLE
2113,B,0822,033d,MUL,13,3,035f,00007193,00006c75,0,0,0,COLLAPSE
2114,C,06c0,07c0,MUL,26,0,0680,00007193,00007193,0,0,0,STABLE
2115,A,0834,0610,MUL,25,0,0648,00007193,00007193,0,0,0,STABLE
2116,B,0817,0368,MUL,14,0,0386,000077db,00007193,0,0,0,COLLAPSE
2117,C,0680,07c0,MUL,25,2,0640,000077db,000077db,0,0,0,STABLE
2118,A,0821,071f,ADD,33,0,0840,000077db,000077db,0,0,1,STABLE
2119,B,083d,0382,MUL,15,2,03c0,0000801b,000077db,0,0,0,COLLAPSE
2120,C,0640,07c0,MUL,24,2,0600,0000801b,0000801b,0,0,0,STABLE
2121,A,0808,0800,SUB,32,0,0808,0000801b,0000801b,0,0,0,STABLE
2122,B,0828,03d0,MUL,16,3,0401,00008823,0000801b,0,0,0,TRANSITION
2123,C,0600,0600,ADD,24,2,0600,00008823,00008823,0,0,0,STABLE
2124,A,0800,0910,MUL,36,0,0910,00008823,00008823,0,0,0,STABLE
2125,B,0802,0400,MUL,16,0,0402,00009133,00008823,0,0,0,TRANSITION
2126,C,0600,07c0,MUL,23,2,05c0,00009133,00009133,0,0,0,STABLE
2127,A,0800,0a1f,MUL,40,0,0a1f,00009133,00009133,0,0,0,STABLE
2128,B,0810,0440,MUL,17,2,0450,00009b52,00009133,0,0,0,TRANSITION
2129,C,05c0,07c0,MUL,22,2,0580,00009b52,00009b52,0,0,0,STABLE
2130,A,0800,0930,MUL,36,0,0930,00009b52,00009b52,0,0,0,STABLE
2131,B,0800,03c1,MUL,15,3,03c1,0000a482,00009b52,0,0,0,COLLAPSE
2132,C,0580,07c0,MUL,21,2,0540,0000a482,0000a482,0,0,0,STABLE
2133,A,0806,073f,MUL,29,0,0745,0000a482,0000a482,0,0,0,STABLE
2134,B,0800,038d,MUL,14,0,038d,0000abc7,0000a482,0,0,0,COLLAPSE
2135,C,0540,0840,MUL,22,2,0580,0000abc7,0000abc7,0,0,0,STABLE
2136,A,0834,0500,ADD,32,0,0834,0000abc7,0000abc7,0,0,0,STABLE
2137,B,0801,0328,MUL,12,2,0329,0000b3fb,0000abc7,0,0,0,COLLAPSE
2138,C,0580,07c0,MUL,21,2,0540,0000b3fb,0000b3fb,0,0,0,STABLE
2139,A,0820,0610,SUB,32,0,0810,0000b3fb,0000b3fb,0,0,0,STABLE
2140,B,080d,0340,MUL,13,3,034d,0000bc0b,0000b3fb,0,0,0,COLLAPSE
2141,C,0540,07c0,MUL,20,2,0500,0000bc0b,0000bc0b,0,0,0,STABLE
2142,A,0801,071f,MUL,28,0,0720,0000bc0b,0000bc0b,0,0,0,STABLE
2143,B,0828,0383,MUL,14,0,03ac,0000c32b,0000bc0b,0,0,0,COLLAPSE
2144,C,0500,07c0,MUL,19,2,04c0,0000c32b,0000c32b,0,0,0,TRANSITION
2145,A,080f,0800,MUL,32,0,080f,0000c32b,0000c32b,0,0,0,STABLE
2146,B,0800,03df,MUL,15,2,03df,0000cb3a,0000c32b,0,0,0,COLLAPSE
2147,C,04c0,04c0,ADD,19,2,04c0,0000cb3a,0000cb3a,0,0,0,TRANSITION
2148,A,083c,0910,MUL,37,0,094d,0000cb3a,0000cb3a,0,0,0,STABLE
2149,B,0803,0438,MUL,16,3,043d,0000d487,0000cb3a,0,0,0,TRANSITION
2150,C,04c0,07c0,MUL,18,2,0480,0000d487,0000d487,0,0,0,TRANSITION
2151,A,0822,0a1f,MUL,41,0,0a48,0000d487,0000d487,0,0,0,STABLE
2152,B,081f,0444,MUL,17,0,0464,0000decf,0000d487,0,0,0,TRANSITION
2153,C,0480,07c0,MUL,17,2,0440,0000decf,0000decf,0,0,0,TRANSITION
2154,A,0813,0930,ADD,33,0,0841,0000decf,0000decf,0,0,1,STABLE
2155,B,0838,03e6,MUL,16,2,041f,0000e710,0000decf,0,0,0,TRANSITION
2156,C,0440,07c0,MUL,16,2,0400,0000e710,0000e710,0,0,0,TRANSITION
2157,A,081b,073f,SUB,16,0,0400,0000e710,0000e710,0,0,0,TRANSITION
2158,B,0804,03b7,MUL,30,3,07b0,0000e710,0000e710,0,0,0,STABLE
2159,C,0400,0840,MUL,17,2,0440,0000e710,0000e710,0,0,0,TRANSITION
2160,A,081e,0500,MUL,20,0,051e,00000000,0000e710,0,0,0,STABLE
2161,B,0826,0b3c,MUL,45,0,0b62,0000051e,00000000,0,0,0,TRANSITION
2162,C,0800,07c0,MUL,31,0,07c0,0000051e,0000051e,0,0,0,STABLE
2163,A,0833,0610,MUL,25,0,0647,00000cde,0000051e,0,0,0,STABLE
2164,B,0837,0b66,MUL,46,2,0b9e,00001325,00000cde,0,0,0,TRANSITION
2165,C,07c0,07c0,MUL,30,0,0780,00001325,00001325,0,0,0,STABLE
2166,A,081a,071f,MUL,29,0,0742,00001aa5,00001325,0,0,0,STABLE
2167,B,083c,0bb5,MUL,47,3,0bf1,000021e7,00001aa5,0,0,0,TRANSITION
2168,C,0780,07c0,MUL,29,0,0740,000021e7,000021e7,0,0,0,STABLE
2169,A,0815,0800,MUL,32,0,0815,00002927,000021e7,0,0,0,STABLE
2170,B,0826,0bea,MUL,48,0,0c14,0000313c,00002927,0,0,0,SATURATE
2171,C,0740,0740,ADD,29,0,0740,0000313c,0000313c,0,0,0,STABLE
2172,A,0829,0910,ADD,32,0,0839,0000387c,0000313c,0,0,0,STABLE
2173,B,0835,0c13,MUL,49,2,0c4b,000040b5,0000387c,0,0,0,SATURATE
2174,C,0740,07c0,MUL,28,0,0700,000040b5,000040b5,0,0,0,STABLE
2175,A,080c,0a1f,SUB,28,0,0700,000047b5,000040b5,0,0,0,STABLE
2176,B,082a,0c59,MUL,31,3,07da,000047b5,000047b5,0,0,0,STABLE
2177,C,0700,07c0,MUL,27,0,06c0,000047b5,000047b5,0,0,0,STABLE
2178,A,0827,0930,MUL,37,0,095a,00004e75,000047b5,0,0,0,STABLE
2179,B,0813,0bce,MUL,47,0,0be5,000057cf,00004e75,0,0,0,TRANSITION
2180,C,06c0,07c0,MUL,26,0,0680,000057cf,000057cf,0,0,0,STABLE
2181,A,0838,073f,MUL,29,0,0777,00005e4f,000057cf,0,0,0,STABLE
2182,B,0819,0bb1,MUL,47,2,0bce,000065c6,00005e4f,0,0,0,TRANSITION
2183,C,0680,0840,MUL,27,0,06c0,000065c6,000065c6,0,0,0,STABLE
2184,A,0807,0500,MUL,20,0,0507,00006c86,000065c6,0,0,0,STABLE
2185,B,080e,0b0e,MUL,44,3,0b1f,0000718d,00006c86,0,0,0,TRANSITION
2186,C,06c0,07c0,MUL,26,0,0680,0000718d,0000718d,0,0,0,STABLE
2187,A,0838,0610,MUL,25,0,064b,0000718d,0000718d,0,0,0,STABLE
2188,B,0831,0b70,MUL,46,0,0ba2,000077d8,0000718d,0,0,0,TRANSITION
2189,C,0680,07c0,MUL,25,2,0640,000077d8,000077d8,0,0,0,STABLE
2190,A,0802,071f,ADD,32,0,0821,000077d8,000077d8,0,0,0,STABLE
2191,B,080e,0b84,MUL,46,2,0b92,00007ff9,000077d8,0,0,0,TRANSITION
2192,C,0640,07c0,MUL,24,2,0600,00007ff9,00007ff9,0,0,0,STABLE
2193,A,0810,0800,SUB,32,0,0810,00007ff9,00007ff9,0,0,0,STABLE
2194,B,0830,0be0,MUL,48,3,0c14,00008809,00007ff9,0,0,0,SATURATE
2195,C,0600,0600,ADD,24,2,0600,00008809,00008809,0,0,0,STABLE
2196,A,0800,0910,MUL,36,0,0910,00008809,00008809,0,0,0,STABLE
2197,B,0804,0c00,MUL,48,0,0c04,00009119,00008809,0,0,0,SATURATE
2198,C,0600,07c0,MUL,23,2,05c0,00009119,00009119,0,0,0,STABLE
2199,A,0801,0a1f,MUL,40,0,0a20,00009119,00009119,0,0,0,STABLE
2200,B,0820,0c42,MUL,49,2,0c63,00009b39,00009119,0,0,0,SATURATE
2201,C,05c0,07c0,MUL,22,2,0580,00009b39,00009b39,0,0,0,STABLE
2202,A,0809,0930,MUL,36,0,093f,00009b39,00009b39,0,0,0,STABLE
2203,B,0800,0bd3,MUL,47,3,0bd3,0000a478,00009b39,0,0,0,TRANSITION
2204,C,0580,07c0,MUL,21,2,0540,0000a478,0000a478,0,0,0,STABLE
2205,A,080d,073f,MUL,29,0,074c,0000a478,0000a478,0,0,0,STABLE
2206,B,0802,0b9a,MUL,46,0,0b9c,0000abc4,0000a478,0,0,0,TRANSITION
2207,C,0540,0840,MUL,22,2,0580,0000abc4,0000abc4,0,0,0,STABLE
2208,A,0828,0500,ADD,32,0,0828,0000abc4,0000abc4,0,0,0,STABLE
2209,B,0813,0310,MUL,12,2,0327,0000b3ec,0000abc4,0,0,0,COLLAPSE
2210,C,0580,07c0,MUL,21,2,0540,0000b3ec,0000b3ec,0,0,0,STABLE
2211,A,0802,0610,SUB,21,0,0540,0000b3ec,0000b3ec,0,0,0,STABLE
2212,B,081a,0345,MUL,31,3,07e4,0000b3ec,0000b3ec,0,0,0,STABLE
2213,C,0540,07c0,MUL,20,2,0500,0000b3ec,0000b3ec,0,0,0,STABLE
2214,A,0815,071f,MUL,28,0,073e,0000b3ec,0000b3ec,0,0,0,STABLE
2215,B,0810,03aa,MUL,15,0,03c2,0000bb2a,0000b3ec,0,0,0,COLLAPSE
2216,C,0500,07c0,MUL,19,2,04c0,0000bb2a,0000bb2a,0,0,0,TRANSITION
2217,A,082b,0800,MUL,32,0,082b,0000bb2a,0000bb2a,0,0,0,STABLE
2218,B,0805,03d6,MUL,15,2,03dc,0000c355,0000bb2a,0,0,0,COLLAPSE
