cycle,class,E,depth,region,mode,action,boundary_flag,override_flag
3691,B,51,11,SATURATE,011,CLAMP,0,0
3692,B,51,12,SATURATE,011,CLAMP,0,0
3693,B,51,13,SATURATE,011,CLAMP,0,0
3694,B,51,14,SATURATE,011,CLAMP,0,0
3695,B,51,15,SATURATE,011,CLAMP,0,0
3696,B,51,16,SATURATE,011,CLAMP,0,0
3697,B,51,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3698,B,51,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3699,B,51,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3700,B,51,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3701,B,51,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3702,B,51,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3703,B,51,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3704,B,51,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3705,B,51,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3706,B,51,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3707,B,51,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3708,B,51,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3709,B,51,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3710,B,51,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3711,B,51,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3712,B,52,0,SATURATE,011,CLAMP,0,0
3713,B,52,1,SATURATE,011,CLAMP,0,0
3714,B,52,2,SATURATE,011,CLAMP,0,0
3715,B,52,3,SATURATE,011,CLAMP,0,0
3716,B,52,4,SATURATE,011,CLAMP,0,0
3717,B,52,5,SATURATE,011,CLAMP,0,0
3718,B,52,6,SATURATE,011,CLAMP,0,0
3719,B,52,7,SATURATE,011,CLAMP,0,0
3720,B,52,8,SATURATE,011,CLAMP,0,0
3721,B,52,9,SATURATE,011,CLAMP,0,0
3722,B,52,10,SATURATE,011,CLAMP,0,0
3723,B,52,11,SATURATE,011,CLAMP,0,0
3724,B,52,12,SATURATE,011,CLAMP,0,0
3725,B,52,13,SATURATE,011,CLAMP,0,0
3726,B,52,14,SATURATE,011,CLAMP,0,0
3727,B,52,15,SATURATE,011,CLAMP,0,0
3728,B,52,16,SATURATE,011,CLAMP,0,0
3729,B,52,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3730,B,52,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3731,B,52,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3732,B,52,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3733,B,52,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3734,B,52,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3735,B,52,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3736,B,52,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3737,B,52,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3738,B,52,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3739,B,52,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3740,B,52,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3741,B,52,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3742,B,52,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3743,B,52,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3744,B,53,0,SATURATE,011,CLAMP,0,0
3745,B,53,1,SATURATE,011,CLAMP,0,0
3746,B,53,2,SATURATE,011,CLAMP,0,0
3747,B,53,3,SATURATE,011,CLAMP,0,0
3748,B,53,4,SATURATE,011,CLAMP,0,0
3749,B,53,5,SATURATE,011,CLAMP,0,0
3750,B,53,6,SATURATE,011,CLAMP,0,0
3751,B,53,7,SATURATE,011,CLAMP,0,0
3752,B,53,8,SATURATE,011,CLAMP,0,0
3753,B,53,9,SATURATE,011,CLAMP,0,0
3754,B,53,10,SATURATE,011,CLAMP,0,0
3755,B,53,11,SATURATE,011,CLAMP,0,0
3756,B,53,12,SATURATE,011,CLAMP,0,0
3757,B,53,13,SATURATE,011,CLAMP,0,0
3758,B,53,14,SATURATE,011,CLAMP,0,0
3759,B,53,15,SATURATE,011,CLAMP,0,0
3760,B,53,16,SATURATE,011,CLAMP,0,0
3761,B,53,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3762,B,53,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3763,B,53,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3764,B,53,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3765,B,53,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3766,B,53,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3767,B,53,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3768,B,53,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3769,B,53,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3770,B,53,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3771,B,53,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3772,B,53,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3773,B,53,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3774,B,53,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3775,B,53,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3776,B,54,0,SATURATE,011,CLAMP,0,0
3777,B,54,1,SATURATE,011,CLAMP,0,0
3778,B,54,2,SATURATE,011,CLAMP,0,0
3779,B,54,3,SATURATE,011,CLAMP,0,0
3780,B,54,4,SATURATE,011,CLAMP,0,0
3781,B,54,5,SATURATE,011,CLAMP,0,0
3782,B,54,6,SATURATE,011,CLAMP,0,0
3783,B,54,7,SATURATE,011,CLAMP,0,0
3784,B,54,8,SATURATE,011,CLAMP,0,0
3785,B,54,9,SATURATE,011,CLAMP,0,0
3786,B,54,10,SATURATE,011,CLAMP,0,0
3787,B,54,11,SATURATE,011,CLAMP,0,0
3788,B,54,12,SATURATE,011,CLAMP,0,0
3789,B,54,13,SATURATE,011,CLAMP,0,0
3790,B,54,14,SATURATE,011,CLAMP,0,0
3791,B,54,15,SATURATE,011,CLAMP,0,0
3792,B,54,16,SATURATE,011,CLAMP,0,0
3793,B,54,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3794,B,54,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3795,B,54,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3796,B,54,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3797,B,54,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3798,B,54,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3799,B,54,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3800,B,54,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3801,B,54,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3802,B,54,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3803,B,54,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3804,B,54,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3805,B,54,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3806,B,54,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3807,B,54,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3808,B,55,0,SATURATE,011,CLAMP,0,0
3809,B,55,1,SATURATE,011,CLAMP,0,0
3810,B,55,2,SATURATE,011,CLAMP,0,0
3811,B,55,3,SATURATE,011,CLAMP,0,0
3812,B,55,4,SATURATE,011,CLAMP,0,0
3813,B,55,5,SATURATE,011,CLAMP,0,0
3814,B,55,6,SATURATE,011,CLAMP,0,0
3815,B,55,7,SATURATE,011,CLAMP,0,0
3816,B,55,8,SATURATE,011,CLAMP,0,0
3817,B,55,9,SATURATE,011,CLAMP,0,0
3818,B,55,10,SATURATE,011,CLAMP,0,0
3819,B,55,11,SATURATE,011,CLAMP,0,0
3820,B,55,12,SATURATE,011,CLAMP,0,0
3821,B,55,13,SATURATE,011,CLAMP,0,0
3822,B,55,14,SATURATE,011,CLAMP,0,0
3823,B,55,15,SATURATE,011,CLAMP,0,0
3824,B,55,16,SATURATE,011,CLAMP,0,0
3825,B,55,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3826,B,55,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3827,B,55,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3828,B,55,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3829,B,55,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3830,B,55,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3831,B,55,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3832,B,55,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3833,B,55,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3834,B,55,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3835,B,55,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3836,B,55,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3837,B,55,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3838,B,55,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3839,B,55,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3840,B,56,0,SATURATE,011,CLAMP,0,0
3841,B,56,1,SATURATE,011,CLAMP,0,0
3842,B,56,2,SATURATE,011,CLAMP,0,0
3843,B,56,3,SATURATE,011,CLAMP,0,0
3844,B,56,4,SATURATE,011,CLAMP,0,0
3845,B,56,5,SATURATE,011,CLAMP,0,0
3846,B,56,6,SATURATE,011,CLAMP,0,0
3847,B,56,7,SATURATE,011,CLAMP,0,0
3848,B,56,8,SATURATE,011,CLAMP,0,0
3849,B,56,9,SATURATE,011,CLAMP,0,0
3850,B,56,10,SATURATE,011,CLAMP,0,0
3851,B,56,11,SATURATE,011,CLAMP,0,0
3852,B,56,12,SATURATE,011,CLAMP,0,0
3853,B,56,13,SATURATE,011,CLAMP,0,0
3854,B,56,14,SATURATE,011,CLAMP,0,0
3855,B,56,15,SATURATE,011,CLAMP,0,0
3856,B,56,16,SATURATE,011,CLAMP,0,0
3857,B,56,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3858,B,56,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3859,B,56,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3860,B,56,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3861,B,56,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3862,B,56,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3863,B,56,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3864,B,56,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3865,B,56,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3866,B,56,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3867,B,56,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3868,B,56,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3869,B,56,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3870,B,56,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3871,B,56,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3872,B,57,0,SATURATE,011,CLAMP,0,0
3873,B,57,1,SATURATE,011,CLAMP,0,0
3874,B,57,2,SATURATE,011,CLAMP,0,0
3875,B,57,3,SATURATE,011,CLAMP,0,0
3876,B,57,4,SATURATE,011,CLAMP,0,0
3877,B,57,5,SATURATE,011,CLAMP,0,0
3878,B,57,6,SATURATE,011,CLAMP,0,0
3879,B,57,7,SATURATE,011,CLAMP,0,0
3880,B,57,8,SATURATE,011,CLAMP,0,0
3881,B,57,9,SATURATE,011,CLAMP,0,0
3882,B,57,10,SATURATE,011,CLAMP,0,0
3883,B,57,11,SATURATE,011,CLAMP,0,0
3884,B,57,12,SATURATE,011,CLAMP,0,0
3885,B,57,13,SATURATE,011,CLAMP,0,0
3886,B,57,14,SATURATE,011,CLAMP,0,0
3887,B,57,15,SATURATE,011,CLAMP,0,0
3888,B,57,16,SATURATE,011,CLAMP,0,0
3889,B,57,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3890,B,57,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3891,B,57,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3892,B,57,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3893,B,57,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3894,B,57,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3895,B,57,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3896,B,57,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3897,B,57,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3898,B,57,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3899,B,57,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3900,B,57,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3901,B,57,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3902,B,57,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3903,B,57,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3904,B,58,0,SATURATE,011,CLAMP,0,0
3905,B,58,1,SATURATE,011,CLAMP,0,0
3906,B,58,2,SATURATE,011,CLAMP,0,0
3907,B,58,3,SATURATE,011,CLAMP,0,0
3908,B,58,4,SATURATE,011,CLAMP,0,0
3909,B,58,5,SATURATE,011,CLAMP,0,0
3910,B,58,6,SATURATE,011,CLAMP,0,0
3911,B,58,7,SATURATE,011,CLAMP,0,0
3912,B,58,8,SATURATE,011,CLAMP,0,0
3913,B,58,9,SATURATE,011,CLAMP,0,0
3914,B,58,10,SATURATE,011,CLAMP,0,0
3915,B,58,11,SATURATE,011,CLAMP,0,0
3916,B,58,12,SATURATE,011,CLAMP,0,0
3917,B,58,13,SATURATE,011,CLAMP,0,0
3918,B,58,14,SATURATE,011,CLAMP,0,0
3919,B,58,15,SATURATE,011,CLAMP,0,0
3920,B,58,16,SATURATE,011,CLAMP,0,0
3921,B,58,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3922,B,58,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3923,B,58,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3924,B,58,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3925,B,58,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3926,B,58,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3927,B,58,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3928,B,58,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3929,B,58,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3930,B,58,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3931,B,58,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3932,B,58,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3933,B,58,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3934,B,58,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3935,B,58,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3936,B,59,0,SATURATE,011,CLAMP,0,0
3937,B,59,1,SATURATE,011,CLAMP,0,0
3938,B,59,2,SATURATE,011,CLAMP,0,0
3939,B,59,3,SATURATE,011,CLAMP,0,0
3940,B,59,4,SATURATE,011,CLAMP,0,0
3941,B,59,5,SATURATE,011,CLAMP,0,0
3942,B,59,6,SATURATE,011,CLAMP,0,0
3943,B,59,7,SATURATE,011,CLAMP,0,0
3944,B,59,8,SATURATE,011,CLAMP,0,0
3945,B,59,9,SATURATE,011,CLAMP,0,0
3946,B,59,10,SATURATE,011,CLAMP,0,0
3947,B,59,11,SATURATE,011,CLAMP,0,0
3948,B,59,12,SATURATE,011,CLAMP,0,0
3949,B,59,13,SATURATE,011,CLAMP,0,0
3950,B,59,14,SATURATE,011,CLAMP,0,0
3951,B,59,15,SATURATE,011,CLAMP,0,0
3952,B,59,16,SATURATE,011,CLAMP,0,0
3953,B,59,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3954,B,59,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3955,B,59,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3956,B,59,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3957,B,59,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3958,B,59,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3959,B,59,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3960,B,59,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3961,B,59,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3962,B,59,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3963,B,59,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3964,B,59,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3965,B,59,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3966,B,59,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3967,B,59,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3968,B,60,0,SATURATE,011,CLAMP,0,0
3969,B,60,1,SATURATE,011,CLAMP,0,0
3970,B,60,2,SATURATE,011,CLAMP,0,0
3971,B,60,3,SATURATE,011,CLAMP,0,0
3972,B,60,4,SATURATE,011,CLAMP,0,0
3973,B,60,5,SATURATE,011,CLAMP,0,0
3974,B,60,6,SATURATE,011,CLAMP,0,0
3975,B,60,7,SATURATE,011,CLAMP,0,0
3976,B,60,8,SATURATE,011,CLAMP,0,0
3977,B,60,9,SATURATE,011,CLAMP,0,0
3978,B,60,10,SATURATE,011,CLAMP,0,0
3979,B,60,11,SATURATE,011,CLAMP,0,0
3980,B,60,12,SATURATE,011,CLAMP,0,0
3981,B,60,13,SATURATE,011,CLAMP,0,0
3982,B,60,14,SATURATE,011,CLAMP,0,0
3983,B,60,15,SATURATE,011,CLAMP,0,0
3984,B,60,16,SATURATE,011,CLAMP,0,0
3985,B,60,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3986,B,60,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3987,B,60,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3988,B,60,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3989,B,60,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3990,B,60,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3991,B,60,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3992,B,60,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3993,B,60,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3994,B,60,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3995,B,60,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3996,B,60,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3997,B,60,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3998,B,60,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
3999,B,60,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4000,B,61,0,SATURATE,011,CLAMP,0,0
4001,B,61,1,SATURATE,011,CLAMP,0,0
4002,B,61,2,SATURATE,011,CLAMP,0,0
4003,B,61,3,SATURATE,011,CLAMP,0,0
4004,B,61,4,SATURATE,011,CLAMP,0,0
4005,B,61,5,SATURATE,011,CLAMP,0,0
4006,B,61,6,SATURATE,011,CLAMP,0,0
4007,B,61,7,SATURATE,011,CLAMP,0,0
4008,B,61,8,SATURATE,011,CLAMP,0,0
4009,B,61,9,SATURATE,011,CLAMP,0,0
4010,B,61,10,SATURATE,011,CLAMP,0,0
4011,B,61,11,SATURATE,011,CLAMP,0,0
4012,B,61,12,SATURATE,011,CLAMP,0,0
4013,B,61,13,SATURATE,011,CLAMP,0,0
4014,B,61,14,SATURATE,011,CLAMP,0,0
4015,B,61,15,SATURATE,011,CLAMP,0,0
4016,B,61,16,SATURATE,011,CLAMP,0,0
4017,B,61,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4018,B,61,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4019,B,61,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4020,B,61,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4021,B,61,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4022,B,61,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4023,B,61,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4024,B,61,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4025,B,61,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4026,B,61,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4027,B,61,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4028,B,61,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4029,B,61,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4030,B,61,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4031,B,61,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4032,B,62,0,SATURATE,011,CLAMP,0,0
4033,B,62,1,SATURATE,011,CLAMP,0,0
4034,B,62,2,SATURATE,011,CLAMP,0,0
4035,B,62,3,SATURATE,011,CLAMP,0,0
4036,B,62,4,SATURATE,011,CLAMP,0,0
4037,B,62,5,SATURATE,011,CLAMP,0,0
4038,B,62,6,SATURATE,011,CLAMP,0,0
4039,B,62,7,SATURATE,011,CLAMP,0,0
4040,B,62,8,SATURATE,011,CLAMP,0,0
4041,B,62,9,SATURATE,011,CLAMP,0,0
4042,B,62,10,SATURATE,011,CLAMP,0,0
4043,B,62,11,SATURATE,011,CLAMP,0,0
4044,B,62,12,SATURATE,011,CLAMP,0,0
4045,B,62,13,SATURATE,011,CLAMP,0,0
4046,B,62,14,SATURATE,011,CLAMP,0,0
4047,B,62,15,SATURATE,011,CLAMP,0,0
4048,B,62,16,SATURATE,011,CLAMP,0,0
4049,B,62,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4050,B,62,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4051,B,62,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4052,B,62,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4053,B,62,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4054,B,62,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4055,B,62,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4056,B,62,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4057,B,62,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4058,B,62,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4059,B,62,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4060,B,62,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4061,B,62,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4062,B,62,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4063,B,62,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4064,B,63,0,SATURATE,011,CLAMP,0,0
4065,B,63,1,SATURATE,011,CLAMP,0,0
4066,B,63,2,SATURATE,011,CLAMP,0,0
4067,B,63,3,SATURATE,011,CLAMP,0,0
4068,B,63,4,SATURATE,011,CLAMP,0,0
4069,B,63,5,SATURATE,011,CLAMP,0,0
4070,B,63,6,SATURATE,011,CLAMP,0,0
4071,B,63,7,SATURATE,011,CLAMP,0,0
4072,B,63,8,SATURATE,011,CLAMP,0,0
4073,B,63,9,SATURATE,011,CLAMP,0,0
4074,B,63,10,SATURATE,011,CLAMP,0,0
4075,B,63,11,SATURATE,011,CLAMP,0,0
4076,B,63,12,SATURATE,011,CLAMP,0,0
4077,B,63,13,SATURATE,011,CLAMP,0,0
4078,B,63,14,SATURATE,011,CLAMP,0,0
4079,B,63,15,SATURATE,011,CLAMP,0,0
4080,B,63,16,SATURATE,011,CLAMP,0,0
4081,B,63,17,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4082,B,63,18,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4083,B,63,19,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4084,B,63,20,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4085,B,63,21,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4086,B,63,22,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4087,B,63,23,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4088,B,63,24,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4089,B,63,25,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4090,B,63,26,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4091,B,63,27,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4092,B,63,28,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4093,B,63,29,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4094,B,63,30,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4095,B,63,31,SATURATE,010,INSERT_EPOCH_BOUNDARY,0,1
4096,C,0,0,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4097,C,0,1,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4098,C,0,2,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4099,C,0,3,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4100,C,0,4,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4101,C,0,5,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4102,C,0,6,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4103,C,0,7,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4104,C,0,8,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4105,C,0,9,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4106,C,0,10,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
4107,C,0,11,COLLAPSE,010,NORMALIZE_THEN_ROUTE,0,0
